"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
11,6.49,6.49,0,0,0,3,2010,"1-3-2010"
9,6.49,6.49,0,0,0,4,2010,"1-4-2010"
21,6.49,6.49,0,0,0,5,2010,"1-5-2010"
21,6.49,6.49,0,0,0,6,2010,"1-6-2010"
23,6.0325,6.0325,0,0,0,7,2010,"1-7-2010"
17,6.0475,6.0475,0,0,0,8,2010,"1-8-2010"
37,6.004,6.004,0,0,0,9,2010,"1-9-2010"
20,6.015,6.015,0,0,0,10,2010,"1-10-2010"
24,5.99,5.99,0,0,0,11,2010,"1-11-2010"
25,5.59,5.99,0,0,2,12,2010,"1-12-2010"
28,5.99,5.99,0,0,0,1,2011,"1-1-2011"
50,6.005,6.005,0,0,0,2,2011,"1-2-2011"
73,5.99,5.99,0,0,0,3,2011,"1-3-2011"
47,6,6,0,0,0,4,2011,"1-4-2011"
39,5.99,5.99,0,0,0,5,2011,"1-5-2011"
37,6.016,6.416,0,1,0,6,2011,"1-6-2011"
41,4.915,6.49,0,3,1,7,2011,"1-7-2011"
30,6.31,6.31,0,0,0,8,2011,"1-8-2011"
60,5.4975,6.2475,0,0,2,9,2011,"1-9-2011"
24,5.99,5.99,0,0,0,10,2011,"1-10-2011"
38,6.366,6.366,0,0,0,11,2011,"1-11-2011"
16,6.74,6.74,0,0,0,12,2011,"1-12-2011"
4,6.99,6.99,0,0,0,1,2012,"1-1-2012"
