"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
21,3.24,3.24,0,0,0,1,2009,"1-1-2009"
23,3.3025,3.3025,0,0,0,2,2009,"1-2-2009"
21,3.325,3.325,0,0,0,3,2009,"1-3-2009"
29,3.304,3.304,0,0,0,4,2009,"1-4-2009"
36,3.2775,3.2025,2,0,0,5,2009,"1-5-2009"
34,3.26,3.26,0,0,0,6,2009,"1-6-2009"
33,3.284,3.284,0,0,0,7,2009,"1-7-2009"
16,3.22,3.22,0,0,0,8,2009,"1-8-2009"
27,3.266,3.266,0,0,0,9,2009,"1-9-2009"
11,3.145,3.2975,0,0,1,10,2009,"1-10-2009"
27,3.01,3.2225,0,0,1,11,2009,"1-11-2009"
48,3.052,3.228,2,3,0,12,2009,"1-12-2009"
40,3.2075,3.265,1,2,0,1,2010,"1-1-2010"
24,3.295,3.295,0,0,0,2,2010,"1-2-2010"
20,3.305,3.305,0,0,0,3,2010,"1-3-2010"
13,2.9325,3.27,0,0,2,4,2010,"1-4-2010"
25,3.2025,3.2025,0,0,0,5,2010,"1-5-2010"
19,3.132,3.132,0,0,0,6,2010,"1-6-2010"
19,3.2425,3.2425,0,0,0,7,2010,"1-7-2010"
14,3.26,3.26,0,0,0,8,2010,"1-8-2010"
9,2.972,3.066,0,0,1,9,2010,"1-9-2010"
12,3.22666666666667,3.22666666666667,0,0,0,10,2010,"1-10-2010"
7,3.24333333333333,3.24333333333333,0,0,0,11,2010,"1-11-2010"
25,2.954,3.332,1,0,3,12,2010,"1-12-2010"
15,2.83,3.33,0,0,3,1,2011,"1-1-2011"
17,3.135,3.22,1,0,1,2,2011,"1-2-2011"
19,3.2425,3.2425,0,0,0,3,2011,"1-3-2011"
19,3.255,3.255,0,0,0,4,2011,"1-4-2011"
18,3.1775,3.1625,1,0,0,5,2011,"1-5-2011"
27,3.444,3.568,1,0,0,6,2011,"1-6-2011"
17,3.335,3.79,1,1,3,7,2011,"1-7-2011"
18,3.626,3.742,0,0,1,8,2011,"1-8-2011"
16,3.6375,3.6375,0,0,0,9,2011,"1-9-2011"
16,3.7575,3.7575,0,0,0,10,2011,"1-10-2011"
21,3.472,3.472,0,0,0,11,2011,"1-11-2011"
23,3.455,3.455,0,0,0,12,2011,"1-12-2011"
4,3.17,3.43,1,1,0,1,2012,"1-1-2012"
