"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
5,4.59,4.59,0,0,0,1,2009,"1-1-2009"
13,4.59,4.59,0,0,0,2,2009,"1-2-2009"
4,4.59,4.59,0,0,0,3,2009,"1-3-2009"
7,4.59,4.59,0,0,0,4,2009,"1-4-2009"
7,4.59,4.59,0,0,0,5,2009,"1-5-2009"
6,4.59,4.59,0,0,0,6,2009,"1-6-2009"
46,3.95,4.59,2,0,0,7,2009,"1-7-2009"
15,3.79,4.59,0,0,2,8,2009,"1-8-2009"
7,4.59,4.59,0,0,0,9,2009,"1-9-2009"
8,4.59,4.59,0,0,0,10,2009,"1-10-2009"
19,3.79,4.59,1,0,1,11,2009,"1-11-2009"
10,3.95,4.59,0,0,2,12,2009,"1-12-2009"
9,4.59,4.59,0,0,0,1,2010,"1-1-2010"
9,4.59,4.59,0,0,0,2,2010,"1-2-2010"
38,3.63,4.59,2,0,1,3,2010,"1-3-2010"
10,4.59,4.59,0,0,0,4,2010,"1-4-2010"
14,4.59,4.59,0,0,0,5,2010,"1-5-2010"
7,4.59,4.59,0,0,0,6,2010,"1-6-2010"
23,3.53,4.59,1,0,1,7,2010,"1-7-2010"
6,3.53,4.59,0,0,2,8,2010,"1-8-2010"
8,4.59,4.59,0,0,0,9,2010,"1-9-2010"
6,4.59,4.59,0,0,0,10,2010,"1-10-2010"
25,3.43,4.59,0,0,3,11,2010,"1-11-2010"
8,4.2725,4.59,0,0,1,12,2010,"1-12-2010"
4,4.59,4.59,0,0,0,1,2011,"1-1-2011"
20,3.795,4.59,0,0,2,2,2011,"1-2-2011"
11,4.59,4.59,0,0,0,3,2011,"1-3-2011"
11,4.22666666666667,4.59,0,0,1,4,2011,"1-4-2011"
8,3.7725,4.59,0,0,3,5,2011,"1-5-2011"
9,4.59,4.59,0,0,0,6,2011,"1-6-2011"
13,3.775,4.59,0,0,2,7,2011,"1-7-2011"
12,3.55666666666667,4.62333333333333,0,0,2,8,2011,"1-8-2011"
7,4.38,4.38,0,0,0,9,2011,"1-9-2011"
13,4.69,4.69,0,0,0,10,2011,"1-10-2011"
5,4.69,4.69,0,0,0,11,2011,"1-11-2011"
7,4.69,4.69,0,0,0,12,2011,"1-12-2011"
1,4.49,4.49,0,0,0,1,2012,"1-1-2012"
