"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
68,2.38,2.59,0,2,0,1,2009,"1-1-2009"
24,2.59,2.59,0,0,0,2,2009,"1-2-2009"
18,2.59,2.59,0,0,0,3,2009,"1-3-2009"
79,2.554,2.572,1,1,0,4,2009,"1-4-2009"
28,2.51,2.55,1,1,0,5,2009,"1-5-2009"
25,2.5325,2.57,1,0,0,6,2009,"1-6-2009"
28,2.554,2.554,0,0,0,7,2009,"1-7-2009"
62,2.4425,2.59,1,1,0,8,2009,"1-8-2009"
65,2.23,2.59,1,1,2,9,2009,"1-9-2009"
18,2.59,2.59,0,0,0,10,2009,"1-10-2009"
50,2.525,2.59,1,2,0,11,2009,"1-11-2009"
90,2.276,2.572,2,2,0,12,2009,"1-12-2009"
78,2.235,2.59,0,2,0,1,2010,"1-1-2010"
26,2.59,2.59,0,0,0,2,2010,"1-2-2010"
12,2.59,2.59,0,0,0,3,2010,"1-3-2010"
21,2.59,2.59,0,0,0,4,2010,"1-4-2010"
25,2.59,2.59,0,0,0,5,2010,"1-5-2010"
35,2.59,2.59,0,0,0,6,2010,"1-6-2010"
18,2.59,2.59,0,0,0,7,2010,"1-7-2010"
154,2.16,2.59,1,0,1,8,2010,"1-8-2010"
172,2.104,2.59,3,3,1,9,2010,"1-9-2010"
13,2.59,2.59,0,0,0,10,2010,"1-10-2010"
94,2.29,2.59,1,2,0,11,2010,"1-11-2010"
47,2.35,2.59,0,1,1,12,2010,"1-12-2010"
23,2.98,2.98,0,0,0,1,2011,"1-1-2011"
71,2.43,2.98,1,0,1,2,2011,"1-2-2011"
41,2.98,2.98,0,0,0,3,2011,"1-3-2011"
67,2.49,2.98,2,2,0,4,2011,"1-4-2011"
218,2.39666666666667,2.98,2,2,0,5,2011,"1-5-2011"
35,2.98,2.98,0,0,0,6,2011,"1-6-2011"
27,2.485,2.98,0,0,2,7,2011,"1-7-2011"
5,2.98,2.98,0,0,0,8,2011,"1-8-2011"
1,1.99,2.98,0,0,1,9,2011,"1-9-2011"
1,2.98,2.98,0,0,0,11,2011,"1-11-2011"
