"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
61,2.49,2.49,0,0,0,1,2009,"1-1-2009"
90,2.49,2.49,0,0,0,2,2009,"1-2-2009"
67,2.49,2.49,0,0,0,3,2009,"1-3-2009"
76,2.49,2.49,0,0,0,4,2009,"1-4-2009"
66,2.49,2.49,0,0,0,5,2009,"1-5-2009"
71,2.7725,2.7725,0,0,0,6,2009,"1-6-2009"
62,2.89,2.89,0,0,0,7,2009,"1-7-2009"
48,2.89,2.89,0,0,0,8,2009,"1-8-2009"
98,2.89,2.89,0,0,0,9,2009,"1-9-2009"
66,2.89,2.89,0,0,0,10,2009,"1-10-2009"
50,2.89,2.89,0,0,0,11,2009,"1-11-2009"
103,2.89,2.89,0,0,0,12,2009,"1-12-2009"
65,2.89,2.89,0,0,0,1,2010,"1-1-2010"
53,2.89,2.89,0,0,0,2,2010,"1-2-2010"
78,2.89,2.89,0,0,0,3,2010,"1-3-2010"
67,2.89,2.89,0,0,0,4,2010,"1-4-2010"
57,2.89,2.89,0,0,0,5,2010,"1-5-2010"
71,2.89,2.89,0,0,0,6,2010,"1-6-2010"
41,2.89,2.89,0,0,0,7,2010,"1-7-2010"
52,2.665,2.89,1,1,0,8,2010,"1-8-2010"
80,2.53,2.89,1,1,0,9,2010,"1-9-2010"
51,2.89,2.89,0,0,0,10,2010,"1-10-2010"
43,2.89,2.89,0,0,0,11,2010,"1-11-2010"
103,2.89,2.89,0,0,0,12,2010,"1-12-2010"
68,2.7125,2.89,1,0,0,1,2011,"1-1-2011"
101,2.38,2.89,2,3,0,2,2011,"1-2-2011"
61,2.89,2.89,0,0,0,3,2011,"1-3-2011"
51,2.89,2.89,0,0,0,4,2011,"1-4-2011"
66,2.69,2.89,0,0,2,5,2011,"1-5-2011"
55,2.89,2.89,0,0,0,6,2011,"1-6-2011"
31,3.18,3.18,0,0,0,7,2011,"1-7-2011"
51,3.18,3.274,0,0,1,8,2011,"1-8-2011"
54,3.2375,3.2375,0,0,0,9,2011,"1-9-2011"
54,3.29,3.29,0,0,0,10,2011,"1-10-2011"
77,3.29,3.29,0,0,0,11,2011,"1-11-2011"
62,3.245,3.245,0,0,0,12,2011,"1-12-2011"
15,3.29,3.29,0,0,0,1,2012,"1-1-2012"
