"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
32,2.5,2.5,0,0,0,1,2009,"1-1-2009"
37,2.7925,2.7925,0,0,0,2,2009,"1-2-2009"
85,2.695,2.89,0,2,0,3,2009,"1-3-2009"
49,2.81,2.89,0,0,1,4,2009,"1-4-2009"
45,2.89,2.89,0,0,0,5,2009,"1-5-2009"
43,2.5875,2.7325,0,0,2,6,2009,"1-6-2009"
68,2.778,2.968,1,1,1,7,2009,"1-7-2009"
10,2.78,2.99,0,0,1,8,2009,"1-8-2009"
16,2.915,2.915,0,0,0,10,2009,"1-10-2009"
33,2.615,2.84,2,2,0,11,2009,"1-11-2009"
47,2.688,2.91,0,0,3,12,2009,"1-12-2009"
44,2.725,2.925,0,0,2,1,2010,"1-1-2010"
77,2.615,2.99,1,3,0,2,2010,"1-2-2010"
86,2.79,2.99,2,2,0,3,2010,"1-3-2010"
47,2.865,2.99,0,3,0,4,2010,"1-4-2010"
49,2.99,2.99,0,0,0,5,2010,"1-5-2010"
73,2.508,2.99,0,0,5,6,2010,"1-6-2010"
80,2.695,2.945,1,2,0,7,2010,"1-7-2010"
50,2.7425,2.99,0,2,1,8,2010,"1-8-2010"
53,2.696,2.99,1,3,0,9,2010,"1-9-2010"
24,2.99,2.99,0,0,0,10,2010,"1-10-2010"
39,2.615,2.99,0,0,3,11,2010,"1-11-2010"
44,2.968,2.968,0,0,0,12,2010,"1-12-2010"
47,2.7,2.7675,0,2,0,1,2011,"1-1-2011"
52,2.54,2.545,0,3,0,2,2011,"1-2-2011"
72,2.696,2.49,0,5,0,3,2011,"1-3-2011"
35,2.99,2.49,0,4,0,4,2011,"1-4-2011"
54,2.6025,2.52,0,3,0,5,2011,"1-5-2011"
31,3.29,3.29,0,0,0,6,2011,"1-6-2011"
37,2.6775,3.29,0,2,1,7,2011,"1-7-2011"
50,2.984,3.29,0,2,1,8,2011,"1-8-2011"
38,3.14,3.29,0,0,1,9,2011,"1-9-2011"
22,3.29,3.29,0,0,0,10,2011,"1-10-2011"
24,3.05,3.29,0,0,2,11,2011,"1-11-2011"
28,3.14,3.29,0,0,1,12,2011,"1-12-2011"
4,3.29,3.29,0,0,0,1,2012,"1-1-2012"
