"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
5,2.5,2.79,0,0,3,1,2009,"1-1-2009"
3,2.5,2.79,0,0,2,2,2009,"1-2-2009"
10,2.7175,2.79,0,0,1,3,2009,"1-3-2009"
11,2.558,2.79,0,0,4,4,2009,"1-4-2009"
17,2.5,2.645,0,0,2,5,2009,"1-5-2009"
27,2.5075,2.5,0,3,0,6,2009,"1-6-2009"
41,2.4,2.5,0,3,1,7,2009,"1-7-2009"
40,2.175,2.5,0,4,0,8,2009,"1-8-2009"
52,2.396,2.5,0,5,0,9,2009,"1-9-2009"
36,2.12,2.5,0,4,0,10,2009,"1-10-2009"
30,2.32,2.5,0,3,1,11,2009,"1-11-2009"
35,2.448,2.5,0,5,0,12,2009,"1-12-2009"
27,2.48,2.49,0,3,0,1,2010,"1-1-2010"
12,2.4875,2.485,0,3,0,2,2010,"1-2-2010"
25,2.49,2.49,0,4,0,3,2010,"1-3-2010"
16,2.49,2.49,0,0,0,4,2010,"1-4-2010"
16,2.39,2.415,0,1,0,5,2010,"1-5-2010"
23,2.39,2.39,0,0,0,6,2010,"1-6-2010"
16,2.34,2.34,0,0,0,7,2010,"1-7-2010"
15,2.19,2.19,0,0,0,8,2010,"1-8-2010"
13,2.19,2.19,0,0,0,9,2010,"1-9-2010"
13,2.095,2.095,0,0,0,10,2010,"1-10-2010"
17,2,2,0,0,0,11,2010,"1-11-2010"
22,2,2,0,0,0,12,2010,"1-12-2010"
11,2.375,2.375,0,0,0,1,2011,"1-1-2011"
16,2.5,2.5,0,0,0,2,2011,"1-2-2011"
52,2.5,2.5,0,5,0,3,2011,"1-3-2011"
49,2,2.5,0,3,1,4,2011,"1-4-2011"
33,2,2.5,0,4,0,5,2011,"1-5-2011"
48,2,2.5,0,5,0,6,2011,"1-6-2011"
40,2,2.5,0,4,0,7,2011,"1-7-2011"
39,2,2.5,0,5,0,8,2011,"1-8-2011"
50,2,2.5,0,4,0,9,2011,"1-9-2011"
46,2,2.5,0,4,0,10,2011,"1-10-2011"
40,2,2.5,0,5,0,11,2011,"1-11-2011"
38,2,2.5,0,4,0,12,2011,"1-12-2011"
8,1.95,2.5,0,1,0,1,2012,"1-1-2012"
