"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
19,6.46,6.46,0,1,0,1,2009,"1-1-2009"
70,5.8325,6.5675,1,2,0,2,2009,"1-2-2009"
132,4.49,6.89,2,2,1,3,2009,"1-3-2009"
19,6.38,6.38,0,0,0,4,2009,"1-4-2009"
22,6.38,6.38,0,0,0,5,2009,"1-5-2009"
12,6.43,6.43,0,0,0,6,2009,"1-6-2009"
35,5.668,6.38,0,0,4,7,2009,"1-7-2009"
43,6.0325,6.38,1,1,0,8,2009,"1-8-2009"
27,6.51,6.788,0,1,0,9,2009,"1-9-2009"
66,5.685,6.38,2,1,0,10,2009,"1-10-2009"
35,6.38,6.38,0,0,0,11,2009,"1-11-2009"
36,6.38,6.38,0,0,0,12,2009,"1-12-2009"
114,5.1925,6.3875,2,0,0,1,2010,"1-1-2010"
45,6.2975,6.2975,0,0,0,2,2010,"1-2-2010"
59,6.014,6.27,1,0,0,3,2010,"1-3-2010"
84,5.95,6.27,1,1,0,4,2010,"1-4-2010"
109,5.6325,6.28,1,2,0,5,2010,"1-5-2010"
53,6.222,6.222,0,0,0,6,2010,"1-6-2010"
51,6.065,6.065,0,0,0,7,2010,"1-7-2010"
29,6.89,6.89,0,0,0,8,2010,"1-8-2010"
60,6.408,6.89,1,0,0,9,2010,"1-9-2010"
92,5.7125,6.89,2,1,0,10,2010,"1-10-2010"
62,6.2875,6.89,1,0,0,11,2010,"1-11-2010"
144,5.93,6.89,1,2,0,12,2010,"1-12-2010"
90,5.79,6.89,1,1,1,1,2011,"1-1-2011"
39,6.89,6.89,0,0,0,2,2011,"1-2-2011"
50,7.01,7.01,0,0,0,3,2011,"1-3-2011"
27,7.09,7.09,0,0,0,4,2011,"1-4-2011"
87,5.9125,7.09,2,1,0,5,2011,"1-5-2011"
34,7.15,7.15,0,0,0,6,2011,"1-6-2011"
50,6.865,7.49,1,1,0,7,2011,"1-7-2011"
16,7.49,7.49,0,0,0,8,2011,"1-8-2011"
17,7.49,7.49,0,0,0,9,2011,"1-9-2011"
59,6.24,7.49,1,0,1,10,2011,"1-10-2011"
74,6.502,7.49,2,0,0,11,2011,"1-11-2011"
16,7.365,7.365,0,0,0,12,2011,"1-12-2011"
18,5.11,6.99,1,0,0,1,2012,"1-1-2012"
