"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
80,2.89,2.89,0,0,0,1,2009,"1-1-2009"
111,2.79,2.79,0,0,0,2,2009,"1-2-2009"
116,2.8125,2.8125,0,0,0,3,2009,"1-3-2009"
138,2.866,2.866,0,0,0,4,2009,"1-4-2009"
236,2.455,2.8525,1,2,0,5,2009,"1-5-2009"
251,2.695,2.8875,2,2,0,6,2009,"1-6-2009"
139,2.89,2.89,0,0,0,7,2009,"1-7-2009"
286,2.605,2.7475,1,2,0,8,2009,"1-8-2009"
122,2.828,2.828,0,0,0,9,2009,"1-9-2009"
77,2.855,2.855,0,0,0,10,2009,"1-10-2009"
70,2.72,2.89,1,0,1,11,2009,"1-11-2009"
337,2.292,2.89,3,1,2,12,2009,"1-12-2009"
93,2.93,2.93,0,0,0,1,2010,"1-1-2010"
71,2.855,2.855,0,0,0,2,2010,"1-2-2010"
223,2.886,2.99,0,2,0,3,2010,"1-3-2010"
138,2.7,2.955,1,1,0,4,2010,"1-4-2010"
298,2.1625,2.9275,2,2,0,5,2010,"1-5-2010"
231,2.726,2.9,1,3,0,6,2010,"1-6-2010"
148,2.7225,2.945,1,1,0,7,2010,"1-7-2010"
85,2.96,2.99,0,3,0,8,2010,"1-8-2010"
107,2.97,2.99,0,1,0,9,2010,"1-9-2010"
76,2.99,2.99,0,0,0,10,2010,"1-10-2010"
60,2.945,2.945,0,0,0,11,2010,"1-11-2010"
85,2.98,2.98,0,0,0,12,2010,"1-12-2010"
102,2.99,2.99,0,0,0,1,2011,"1-1-2011"
167,2.7375,2.99,1,2,0,2,2011,"1-2-2011"
131,2.884,2.99,0,1,0,3,2011,"1-3-2011"
71,2.99,2.99,0,0,0,4,2011,"1-4-2011"
87,2.9625,2.9625,0,0,0,5,2011,"1-5-2011"
180,2.87,2.99,2,2,0,6,2011,"1-6-2011"
131,2.99,2.99,0,0,0,7,2011,"1-7-2011"
157,2.936,2.936,0,0,0,8,2011,"1-8-2011"
147,2.9675,2.9675,0,0,0,9,2011,"1-9-2011"
142,2.9775,2.9775,0,0,0,10,2011,"1-10-2011"
174,2.926,2.936,1,1,0,11,2011,"1-11-2011"
328,2.5,2.99,2,2,0,12,2011,"1-12-2011"
39,2.95,2.95,0,0,0,1,2012,"1-1-2012"
