"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
29,3.37,3.37,0,0,0,4,2009,"1-4-2009"
110,3.37,3.37,0,0,0,5,2009,"1-5-2009"
127,3.37,3.37,0,0,0,6,2009,"1-6-2009"
133,3.196,3.37,0,0,1,7,2009,"1-7-2009"
126,3.37,3.37,0,0,0,8,2009,"1-8-2009"
171,3.198,3.37,1,0,0,9,2009,"1-9-2009"
122,3.37,3.37,0,0,0,10,2009,"1-10-2009"
73,3.37,3.37,0,0,0,11,2009,"1-11-2009"
95,3.37,3.37,0,0,0,12,2009,"1-12-2009"
100,3.37,3.37,0,0,0,1,2010,"1-1-2010"
151,3.025,3.37,2,2,0,2,2010,"1-2-2010"
102,3.37,3.37,0,0,0,3,2010,"1-3-2010"
68,3.37,3.37,0,0,0,4,2010,"1-4-2010"
88,3.37,3.37,0,0,0,5,2010,"1-5-2010"
110,3.37,3.37,0,0,0,6,2010,"1-6-2010"
58,3.1925,3.1925,0,0,0,7,2010,"1-7-2010"
93,3.0175,3.19,1,0,0,8,2010,"1-8-2010"
101,3.19,3.19,0,0,0,9,2010,"1-9-2010"
78,2.91,2.91,0,0,0,10,2010,"1-10-2010"
54,2.9,2.9,0,0,0,11,2010,"1-11-2010"
75,2.856,2.856,0,0,0,12,2010,"1-12-2010"
89,2.9,2.9,0,0,0,1,2011,"1-1-2011"
63,2.9,2.9,0,0,0,2,2011,"1-2-2011"
124,2.74,2.9,1,0,1,3,2011,"1-3-2011"
77,2.8825,2.8825,0,0,0,4,2011,"1-4-2011"
93,2.8425,2.8425,0,0,0,5,2011,"1-5-2011"
82,3.338,3.338,0,0,0,6,2011,"1-6-2011"
9,3.49,3.49,0,0,0,7,2011,"1-7-2011"
50,3.4,3.49,0,0,1,8,2011,"1-8-2011"
43,3.0675,3.49,0,0,3,9,2011,"1-9-2011"
68,2.72,3.49,1,0,3,10,2011,"1-10-2011"
57,2.92,2.92,0,0,0,11,2011,"1-11-2011"
55,2.8775,2.8775,0,0,0,12,2011,"1-12-2011"
14,2.92,2.92,0,0,0,1,2012,"1-1-2012"
