"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
7,2.695,2.89,0,0,1,1,2009,"1-1-2009"
51,2.5125,2.89,0,2,2,2,2009,"1-2-2009"
19,2.64,2.89,0,1,1,3,2009,"1-3-2009"
12,2.89,2.89,0,0,0,4,2009,"1-4-2009"
14,2.89,2.89,0,0,0,5,2009,"1-5-2009"
4,2.89,2.89,0,0,0,6,2009,"1-6-2009"
11,2.89,2.89,0,0,0,7,2009,"1-7-2009"
9,2.89,2.89,0,0,0,8,2009,"1-8-2009"
10,2.89,2.89,0,0,0,9,2009,"1-9-2009"
8,2.89,2.89,0,0,0,10,2009,"1-10-2009"
7,2.89,2.89,0,0,0,11,2009,"1-11-2009"
17,2.89,2.89,0,0,0,12,2009,"1-12-2009"
11,2.89,2.89,0,0,0,1,2010,"1-1-2010"
14,2.965,2.965,0,0,0,2,2010,"1-2-2010"
13,2.99,2.99,0,0,0,3,2010,"1-3-2010"
4,2.99,2.99,0,0,0,4,2010,"1-4-2010"
15,2.99,2.99,0,0,0,5,2010,"1-5-2010"
16,2.99,2.99,0,0,0,6,2010,"1-6-2010"
8,2.99,2.99,0,0,0,7,2010,"1-7-2010"
18,2.735,2.99,1,0,0,8,2010,"1-8-2010"
45,2.498,2.99,3,1,0,9,2010,"1-9-2010"
6,2.99,2.99,0,0,0,10,2010,"1-10-2010"
12,2.99,2.99,0,0,0,11,2010,"1-11-2010"
7,2.99,2.99,0,0,0,12,2010,"1-12-2010"
11,2.7875,2.99,1,0,0,1,2011,"1-1-2011"
28,2.3825,2.99,2,1,0,2,2011,"1-2-2011"
6,2.99,2.99,0,0,0,3,2011,"1-3-2011"
11,2.65666666666667,2.99,1,0,0,4,2011,"1-4-2011"
10,2.65666666666667,2.99,0,0,2,5,2011,"1-5-2011"
7,2.99,2.99,0,0,0,6,2011,"1-6-2011"
3,2.99,2.99,0,0,0,7,2011,"1-7-2011"
10,3.29,3.29,0,0,0,8,2011,"1-8-2011"
1,3.29,3.29,0,0,0,9,2011,"1-9-2011"
2,3.29,3.29,0,0,0,10,2011,"1-10-2011"
5,2.88,3.29,0,0,1,11,2011,"1-11-2011"
1,3.29,3.29,0,0,0,12,2011,"1-12-2011"
