"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
52,2.76,2.89,0,0,1,1,2009,"1-1-2009"
87,2.5,2.89,0,0,4,2,2009,"1-2-2009"
86,2.6975,2.79,0,0,1,3,2009,"1-3-2009"
78,2.89,2.89,0,0,0,4,2009,"1-4-2009"
65,2.89,2.89,0,0,0,5,2009,"1-5-2009"
63,2.89,2.89,0,0,0,6,2009,"1-6-2009"
66,2.89,2.89,0,0,0,7,2009,"1-7-2009"
43,2.89,2.89,0,0,0,8,2009,"1-8-2009"
75,2.89,2.89,0,0,0,9,2009,"1-9-2009"
71,2.89,2.89,0,0,0,10,2009,"1-10-2009"
62,2.89,2.89,0,0,0,11,2009,"1-11-2009"
59,2.89,2.89,0,0,0,12,2009,"1-12-2009"
48,2.89,2.89,0,0,0,1,2010,"1-1-2010"
41,2.965,2.965,0,0,0,2,2010,"1-2-2010"
71,2.99,2.99,0,0,0,3,2010,"1-3-2010"
57,2.99,2.99,0,0,0,4,2010,"1-4-2010"
88,2.99,2.99,0,0,0,5,2010,"1-5-2010"
94,2.99,2.99,0,0,0,6,2010,"1-6-2010"
74,2.99,2.99,0,0,0,7,2010,"1-7-2010"
67,2.74,2.99,1,0,0,8,2010,"1-8-2010"
98,2.496,2.99,3,0,0,9,2010,"1-9-2010"
51,2.99,2.99,0,0,0,10,2010,"1-10-2010"
37,2.99,2.99,0,0,0,11,2010,"1-11-2010"
36,2.99,2.99,0,0,0,12,2010,"1-12-2010"
30,2.7875,2.99,1,0,0,1,2011,"1-1-2011"
70,2.3825,2.99,2,0,1,2,2011,"1-2-2011"
46,2.99,2.99,0,0,0,3,2011,"1-3-2011"
54,2.74,2.99,1,0,0,4,2011,"1-4-2011"
56,2.7475,2.99,0,0,2,5,2011,"1-5-2011"
68,2.984,2.984,0,0,0,6,2011,"1-6-2011"
44,3.14,3.14,0,0,0,7,2011,"1-7-2011"
42,3.162,3.162,0,0,0,8,2011,"1-8-2011"
37,3.2225,3.2225,0,0,0,9,2011,"1-9-2011"
23,3.29,3.29,0,0,0,10,2011,"1-10-2011"
36,3.29,3.29,0,0,0,11,2011,"1-11-2011"
30,3.29,3.29,0,1,0,12,2011,"1-12-2011"
11,3.29,3.29,0,0,0,1,2012,"1-1-2012"
