"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
232,1.97666666666667,1.97666666666667,0,0,0,1,2009,"1-1-2009"
48,2.01,2.01,0,0,0,2,2009,"1-2-2009"
250,2.355,2.355,0,0,0,8,2009,"1-8-2009"
422,2.196,2.348,0,1,1,9,2009,"1-9-2009"
335,2.175,2.3675,0,2,0,10,2009,"1-10-2009"
280,2.34,2.34,0,0,0,11,2009,"1-11-2009"
299,2.052,2.34,1,0,3,12,2009,"1-12-2009"
314,1.9925,2.2525,0,0,3,1,2010,"1-1-2010"
284,2.355,2.355,0,0,0,2,2010,"1-2-2010"
288,2.13,2.336,0,0,3,3,2010,"1-3-2010"
328,1.965,2.245,0,0,3,4,2010,"1-4-2010"
350,1.9475,1.9475,1,1,0,5,2010,"1-5-2010"
397,2.044,2.056,1,0,0,6,2010,"1-6-2010"
238,2.3475,2.3475,0,0,0,7,2010,"1-7-2010"
333,2.2575,2.355,1,0,0,8,2010,"1-8-2010"
506,2.048,2.356,0,0,4,9,2010,"1-9-2010"
396,1.97,2.38,1,0,3,10,2010,"1-10-2010"
305,1.9725,2.2775,0,0,3,11,2010,"1-11-2010"
459,1.964,1.964,0,0,0,12,2010,"1-12-2010"
356,1.965,1.965,0,0,0,1,2011,"1-1-2011"
376,2.33,2.33,0,0,0,2,2011,"1-2-2011"
461,2.454,2.454,0,0,0,3,2011,"1-3-2011"
427,1.9875,2.44,0,0,4,4,2011,"1-4-2011"
383,2.3325,2.4475,1,0,0,5,2011,"1-5-2011"
518,2.142,2.422,2,1,1,6,2011,"1-6-2011"
314,2.475,2.475,0,0,0,7,2011,"1-7-2011"
322,2.386,2.386,0,0,0,8,2011,"1-8-2011"
294,2.3725,2.3725,0,0,0,9,2011,"1-9-2011"
280,2.405,2.405,0,0,0,10,2011,"1-10-2011"
376,2.082,2.364,0,0,3,11,2011,"1-11-2011"
251,2.315,2.4075,0,0,1,12,2011,"1-12-2011"
15,2.44,2.44,0,0,0,1,2012,"1-1-2012"
