"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
33,1.80666666666667,1.80666666666667,0,0,0,1,2009,"1-1-2009"
49,1.635,1.81,0,0,3,2,2009,"1-2-2009"
56,1.53,1.72,0,0,3,3,2009,"1-3-2009"
44,1.776,1.776,0,0,0,4,2009,"1-4-2009"
61,1.5275,1.81,1,0,3,5,2009,"1-5-2009"
40,1.715,1.715,0,0,0,6,2009,"1-6-2009"
40,1.772,1.772,0,0,0,7,2009,"1-7-2009"
47,1.6025,1.615,1,0,0,8,2009,"1-8-2009"
53,1.68,1.68,0,0,0,9,2009,"1-9-2009"
29,1.7925,1.7925,0,0,0,10,2009,"1-10-2009"
31,1.815,1.815,0,0,0,11,2009,"1-11-2009"
26,1.796,1.796,0,0,0,12,2009,"1-12-2009"
27,1.8125,1.8125,0,0,0,1,2010,"1-1-2010"
70,1.6075,1.85,0,0,4,2,2010,"1-2-2010"
43,1.69,1.8,0,0,2,3,2010,"1-3-2010"
33,1.8025,1.8025,0,0,0,4,2010,"1-4-2010"
31,1.7875,1.7875,0,0,0,5,2010,"1-5-2010"
42,1.784,1.784,0,0,0,6,2010,"1-6-2010"
37,1.7575,1.7575,0,0,0,7,2010,"1-7-2010"
35,1.7725,1.7725,0,0,0,8,2010,"1-8-2010"
56,1.682,1.728,0,0,1,9,2010,"1-9-2010"
54,1.6225,1.6075,1,0,0,10,2010,"1-10-2010"
30,1.5975,1.5975,0,0,0,11,2010,"1-11-2010"
27,1.582,1.552,3,0,0,12,2010,"1-12-2010"
31,1.6125,1.6125,0,0,0,1,2011,"1-1-2011"
22,1.7475,1.7475,0,0,0,2,2011,"1-2-2011"
56,1.638,1.748,2,0,1,3,2011,"1-3-2011"
21,1.7975,1.7975,0,0,0,4,2011,"1-4-2011"
17,1.81,1.81,0,0,0,5,2011,"1-5-2011"
33,1.836,1.836,0,0,0,6,2011,"1-6-2011"
38,1.7225,1.825,1,0,1,7,2011,"1-7-2011"
54,1.658,1.822,0,0,4,8,2011,"1-8-2011"
50,1.69,1.69,0,0,0,9,2011,"1-9-2011"
54,1.565,1.5525,1,0,0,10,2011,"1-10-2011"
43,1.78,1.78,0,0,0,11,2011,"1-11-2011"
37,1.6175,1.87,0,0,4,12,2011,"1-12-2011"
6,1.58,1.87,0,0,1,1,2012,"1-1-2012"
