"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
11,2.49,2.49,0,0,0,1,2009,"1-1-2009"
18,2.49,2.49,0,0,0,2,2009,"1-2-2009"
8,2.49,2.49,0,0,0,3,2009,"1-3-2009"
160,2.034,2.49,0,2,1,4,2009,"1-4-2009"
24,2.49,2.49,0,0,0,5,2009,"1-5-2009"
23,2.49,2.49,0,0,0,6,2009,"1-6-2009"
30,2.07,2.49,0,0,3,7,2009,"1-7-2009"
31,2.49,2.49,0,0,0,8,2009,"1-8-2009"
14,2.49,2.49,0,0,0,9,2009,"1-9-2009"
25,1.79,2.49,0,0,4,10,2009,"1-10-2009"
21,2.365,2.49,0,0,1,11,2009,"1-11-2009"
35,2.304,2.49,0,0,2,12,2009,"1-12-2009"
13,2.34,2.34,0,0,0,1,2010,"1-1-2010"
21,2.355,2.43,0,0,1,2,2010,"1-2-2010"
45,2.298,2.478,0,0,3,3,2010,"1-3-2010"
29,2.34,2.34,0,0,0,4,2010,"1-4-2010"
18,2.49,2.49,0,0,0,5,2010,"1-5-2010"
20,2.43,2.49,0,0,1,6,2010,"1-6-2010"
22,2.2825,2.2825,0,0,0,7,2010,"1-7-2010"
22,2.34,2.49,0,0,2,8,2010,"1-8-2010"
18,2.49,2.49,0,0,0,9,2010,"1-9-2010"
14,2.49,2.49,0,0,0,10,2010,"1-10-2010"
16,2.49,2.49,0,0,0,11,2010,"1-11-2010"
33,2.296,2.296,0,0,0,12,2010,"1-12-2010"
15,2.44,2.44,0,0,0,1,2011,"1-1-2011"
12,2.49,2.49,0,0,0,2,2011,"1-2-2011"
27,2.49,2.49,0,0,0,3,2011,"1-3-2011"
24,2.24,2.49,0,0,2,4,2011,"1-4-2011"
14,2.49,2.49,0,1,0,5,2011,"1-5-2011"
28,2.29,2.49,0,1,1,6,2011,"1-6-2011"
28,2.35,2.475,0,1,0,7,2011,"1-7-2011"
27,2.49,2.49,0,0,0,8,2011,"1-8-2011"
19,2.49,2.49,0,0,0,9,2011,"1-9-2011"
43,1.875,2.49,0,2,1,10,2011,"1-10-2011"
35,2.376,2.376,0,0,0,11,2011,"1-11-2011"
20,2.29,2.29,0,0,0,12,2011,"1-12-2011"
8,2.29,2.29,0,0,0,1,2012,"1-1-2012"
