"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
21,2.5,3.39,0,2,1,1,2009,"1-1-2009"
3,3.49,3.44,0,1,0,2,2009,"1-2-2009"
6,2.54666666666667,3.49,1,0,2,3,2009,"1-3-2009"
31,2.5,3.49,1,2,2,4,2009,"1-4-2009"
16,2.535,3.49,0,2,2,5,2009,"1-5-2009"
11,3.2425,3.49,0,1,0,6,2009,"1-6-2009"
14,2.7475,3.49,2,0,1,7,2009,"1-7-2009"
2,3.49,3.49,0,0,0,8,2009,"1-8-2009"
12,2.896,3.49,0,0,3,9,2009,"1-9-2009"
9,2.5,3.49,0,0,4,10,2009,"1-10-2009"
1,2.5,3.49,0,0,1,11,2009,"1-11-2009"
11,3.49,3.49,0,0,0,12,2009,"1-12-2009"
22,2.5,3.49,1,4,0,1,2010,"1-1-2010"
2,3.49,3.49,0,0,0,2,2010,"1-2-2010"
10,3.142,3.49,0,0,1,3,2010,"1-3-2010"
9,2.83,3.49,0,0,2,4,2010,"1-4-2010"
10,2.5,3.49,2,0,1,5,2010,"1-5-2010"
11,3.31,3.5575,0,0,1,6,2010,"1-6-2010"
2,3.58,3.58,0,0,0,7,2010,"1-7-2010"
5,3.58,3.58,0,0,0,8,2010,"1-8-2010"
15,2.77,3.58,0,0,3,9,2010,"1-9-2010"
3,3.58,3.58,0,0,0,10,2010,"1-10-2010"
2,3.58,3.58,0,0,0,11,2010,"1-11-2010"
2,3.04,3.58,0,0,1,12,2010,"1-12-2010"
9,2.5,3.58,2,0,1,1,2011,"1-1-2011"
1,3.69,3.69,0,0,0,2,2011,"1-2-2011"
13,3.0125,3.69,2,2,0,3,2011,"1-3-2011"
6,3.5175,3.5175,0,0,0,4,2011,"1-4-2011"
25,2.4075,3.46,2,0,1,5,2011,"1-5-2011"
3,2.73333333333333,3.38,0,0,2,6,2011,"1-6-2011"
1,3.46,3.46,0,0,0,7,2011,"1-7-2011"
4,3.46,3.46,0,0,0,8,2011,"1-8-2011"
7,3.14,3.46,0,0,1,9,2011,"1-9-2011"
1,2.5,3.46,1,0,0,10,2011,"1-10-2011"
10,2.8625,3.46,0,0,3,11,2011,"1-11-2011"
6,3.31333333333333,3.31333333333333,0,0,0,12,2011,"1-12-2011"
