"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
74,2.38666666666667,2.58,0,0,1,1,2009,"1-1-2009"
60,2.59,2.59,0,0,0,2,2009,"1-2-2009"
35,2.59,2.59,0,0,0,3,2009,"1-3-2009"
112,2.554,2.554,1,1,0,4,2009,"1-4-2009"
67,2.5175,2.59,1,1,0,5,2009,"1-5-2009"
85,2.505,2.59,1,1,0,6,2009,"1-6-2009"
67,2.59,2.59,0,1,0,7,2009,"1-7-2009"
86,2.44,2.59,1,1,0,8,2009,"1-8-2009"
143,2.22,2.574,1,3,0,9,2009,"1-9-2009"
51,2.59,2.59,0,0,0,10,2009,"1-10-2009"
49,2.5225,2.5225,1,0,0,11,2009,"1-11-2009"
160,2.31,2.59,2,2,0,12,2009,"1-12-2009"
236,2.235,2.59,1,2,0,1,2010,"1-1-2010"
89,2.59,2.59,0,0,0,2,2010,"1-2-2010"
64,2.59,2.59,0,0,0,3,2010,"1-3-2010"
91,2.59,2.59,0,0,0,4,2010,"1-4-2010"
73,2.59,2.59,0,0,0,5,2010,"1-5-2010"
100,2.59,2.59,0,0,0,6,2010,"1-6-2010"
64,2.59,2.59,0,0,0,7,2010,"1-7-2010"
276,1.985,2.59,1,1,1,8,2010,"1-8-2010"
172,2.102,2.59,2,3,1,9,2010,"1-9-2010"
68,2.59,2.59,0,0,0,10,2010,"1-10-2010"
127,2.225,2.59,1,2,1,11,2010,"1-11-2010"
147,2.234,2.39,0,2,0,12,2010,"1-12-2010"
95,2.525,2.525,0,0,0,1,2011,"1-1-2011"
156,2.27,2.66,1,1,1,2,2011,"1-2-2011"
97,2.66,2.66,0,0,0,3,2011,"1-3-2011"
99,2.27,2.66,2,1,0,4,2011,"1-4-2011"
48,2.445,2.6625,0,1,1,5,2011,"1-5-2011"
34,2.95,2.95,0,0,0,6,2011,"1-6-2011"
7,2.64,3.09,0,0,2,7,2011,"1-7-2011"
2,3.09,3.09,0,0,0,8,2011,"1-8-2011"
