"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
100,3.32666666666667,4,1,3,0,1,2009,"1-1-2009"
108,3.8,3.9725,0,1,0,2,2009,"1-2-2009"
46,3.9475,3.9475,0,0,0,3,2009,"1-3-2009"
135,3.576,3.98,1,2,0,4,2009,"1-4-2009"
95,3.67,3.965,2,2,0,5,2009,"1-5-2009"
57,3.9975,3.9825,0,1,0,6,2009,"1-6-2009"
73,4,4,0,0,0,7,2009,"1-7-2009"
75,3.8275,3.94,1,1,0,8,2009,"1-8-2009"
63,4.566,4.654,0,1,0,9,2009,"1-9-2009"
42,4.5925,4.695,0,1,1,10,2009,"1-10-2009"
23,4.6375,4.6375,0,0,0,11,2009,"1-11-2009"
231,3.726,4.834,2,3,0,12,2009,"1-12-2009"
288,3.48,4.85,1,3,0,1,2010,"1-1-2010"
56,4.76,4.76,0,0,0,2,2010,"1-2-2010"
34,4.5975,4.76,0,0,1,3,2010,"1-3-2010"
89,3.955,4.79,0,4,0,4,2010,"1-4-2010"
47,4.6775,4.6775,0,0,0,5,2010,"1-5-2010"
41,4.73,4.73,0,0,0,6,2010,"1-6-2010"
33,4.3175,4.755,0,0,2,7,2010,"1-7-2010"
49,3.9075,4.79,0,0,4,8,2010,"1-8-2010"
60,3.868,3.868,0,0,0,9,2010,"1-9-2010"
60,3.27,3.92,0,0,4,10,2010,"1-10-2010"
74,3.2825,3.6,0,0,2,11,2010,"1-11-2010"
148,3.3,3.292,1,0,0,12,2010,"1-12-2010"
73,4.225,4.2275,0,2,0,1,2011,"1-1-2011"
109,4.215,5.2275,1,2,0,2,2011,"1-2-2011"
115,3.584,5.29,0,1,4,3,2011,"1-3-2011"
91,3.965,4.285,0,0,1,4,2011,"1-4-2011"
53,4.4325,4.9125,1,1,1,5,2011,"1-5-2011"
73,3.84,5.16,1,1,4,6,2011,"1-6-2011"
84,3.625,5.16,0,3,1,7,2011,"1-7-2011"
68,3.926,3.926,0,0,0,8,2011,"1-8-2011"
72,3.97,3.97,0,0,0,9,2011,"1-9-2011"
61,3.9925,3.9925,0,0,0,10,2011,"1-10-2011"
104,3.956,3.956,0,0,0,11,2011,"1-11-2011"
75,3.9475,3.9475,0,0,0,12,2011,"1-12-2011"
42,3.38,3.97,1,1,0,1,2012,"1-1-2012"
