"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
19,3.24333333333333,3.24333333333333,0,0,0,1,2009,"1-1-2009"
24,3.2425,3.2425,0,0,0,2,2009,"1-2-2009"
11,3.3,3.3,0,0,0,3,2009,"1-3-2009"
39,3.27,3.27,0,0,0,4,2009,"1-4-2009"
31,3.19,3.2725,2,0,0,5,2009,"1-5-2009"
14,3.25,3.25,0,0,0,6,2009,"1-6-2009"
19,3.276,3.276,0,0,0,7,2009,"1-7-2009"
13,3.2125,3.2125,0,0,0,8,2009,"1-8-2009"
16,3.108,3.242,0,0,1,9,2009,"1-9-2009"
16,3.1675,3.3075,0,0,1,10,2009,"1-10-2009"
16,3.1675,3.2675,0,0,1,11,2009,"1-11-2009"
66,3.098,3.34,2,3,0,12,2009,"1-12-2009"
57,3.1675,3.2575,1,2,0,1,2010,"1-1-2010"
10,3.2575,3.2575,0,0,0,2,2010,"1-2-2010"
19,3.09,3.224,0,0,1,3,2010,"1-3-2010"
5,3.12,3.12,0,0,0,4,2010,"1-4-2010"
12,3.08,3.24666666666667,0,0,1,5,2010,"1-5-2010"
9,3.206,3.274,0,0,1,6,2010,"1-6-2010"
11,3.215,3.3,0,0,1,7,2010,"1-7-2010"
9,3.26,3.26,0,0,0,8,2010,"1-8-2010"
13,3.105,3.105,0,0,0,9,2010,"1-9-2010"
20,3.30333333333333,3.30333333333333,0,0,0,10,2010,"1-10-2010"
23,3.2675,3.2675,0,0,0,11,2010,"1-11-2010"
34,3.022,3.066,1,0,0,12,2010,"1-12-2010"
25,2.965,2.965,0,0,0,1,2011,"1-1-2011"
34,3.0975,3.0825,1,1,0,2,2011,"1-2-2011"
37,3.244,3.244,0,0,0,3,2011,"1-3-2011"
22,3.24,3.24,0,0,0,4,2011,"1-4-2011"
23,3.2275,3.22,1,1,0,5,2011,"1-5-2011"
33,3.362,3.466,1,0,0,6,2011,"1-6-2011"
15,3.3525,3.72,1,0,2,7,2011,"1-7-2011"
22,3.684,3.684,0,0,0,8,2011,"1-8-2011"
13,3.71,3.71,0,0,0,9,2011,"1-9-2011"
11,3.7575,3.7575,0,0,0,10,2011,"1-10-2011"
23,3.478,3.732,0,0,3,11,2011,"1-11-2011"
22,3.45,3.45,0,0,0,12,2011,"1-12-2011"
6,3.28,3.5,1,0,0,1,2012,"1-1-2012"
