"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
32,3.37,3.37,0,0,0,5,2009,"1-5-2009"
38,3.37,3.37,0,0,0,6,2009,"1-6-2009"
71,3.19,3.352,0,0,1,7,2009,"1-7-2009"
33,3.2925,3.2925,0,0,0,8,2009,"1-8-2009"
65,3.196,3.37,0,1,0,9,2009,"1-9-2009"
55,3.37,3.37,0,0,0,10,2009,"1-10-2009"
79,3.37,3.37,0,0,0,11,2009,"1-11-2009"
113,3.37,3.37,0,0,0,12,2009,"1-12-2009"
109,3.37,3.37,0,0,0,1,2010,"1-1-2010"
123,3.185,3.2025,1,0,0,2,2010,"1-2-2010"
129,3.37,3.37,0,0,0,3,2010,"1-3-2010"
131,3.37,3.37,0,0,0,4,2010,"1-4-2010"
90,3.37,3.37,0,0,0,5,2010,"1-5-2010"
146,3.37,3.37,0,0,0,6,2010,"1-6-2010"
105,3.2075,3.2075,0,0,0,7,2010,"1-7-2010"
154,3.055,3.19,1,1,0,8,2010,"1-8-2010"
133,3.19,3.19,0,0,0,9,2010,"1-9-2010"
104,2.9175,2.9175,0,0,0,10,2010,"1-10-2010"
102,2.8725,2.8725,0,0,0,11,2010,"1-11-2010"
137,2.9,2.9,0,0,0,12,2010,"1-12-2010"
142,2.9,2.9,0,0,0,1,2011,"1-1-2011"
130,2.88,2.88,0,0,0,2,2011,"1-2-2011"
214,2.768,2.9,1,2,0,3,2011,"1-3-2011"
153,2.9,2.9,0,0,0,4,2011,"1-4-2011"
135,2.9,2.9,0,0,0,5,2011,"1-5-2011"
191,3.32,3.32,0,0,0,6,2011,"1-6-2011"
159,3.49,3.49,0,0,0,7,2011,"1-7-2011"
149,3.484,3.484,0,0,0,8,2011,"1-8-2011"
129,3.08,3.49,0,0,3,9,2011,"1-9-2011"
94,2.7725,3.49,1,0,3,10,2011,"1-10-2011"
152,2.92,2.92,0,0,0,11,2011,"1-11-2011"
120,2.92,2.92,0,0,0,12,2011,"1-12-2011"
52,2.92,2.92,0,0,0,1,2012,"1-1-2012"
