"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
88,2.49,2.49,0,0,0,1,2009,"1-1-2009"
104,2.49,2.49,0,0,0,2,2009,"1-2-2009"
107,2.49,2.49,0,0,0,3,2009,"1-3-2009"
109,2.49,2.49,0,0,0,4,2009,"1-4-2009"
67,2.49,2.49,0,0,0,5,2009,"1-5-2009"
68,2.765,2.765,0,0,0,6,2009,"1-6-2009"
81,2.89,2.89,0,0,0,7,2009,"1-7-2009"
69,2.89,2.89,0,0,0,8,2009,"1-8-2009"
104,2.89,2.89,0,0,0,9,2009,"1-9-2009"
62,2.89,2.89,0,0,0,10,2009,"1-10-2009"
70,2.89,2.89,0,0,0,11,2009,"1-11-2009"
61,2.89,2.89,0,0,0,12,2009,"1-12-2009"
64,2.89,2.89,0,0,0,1,2010,"1-1-2010"
54,2.89,2.89,0,0,0,2,2010,"1-2-2010"
80,2.89,2.89,0,0,0,3,2010,"1-3-2010"
62,2.89,2.89,0,0,0,4,2010,"1-4-2010"
65,2.89,2.89,0,0,0,5,2010,"1-5-2010"
94,2.89,2.89,0,0,0,6,2010,"1-6-2010"
55,2.89,2.89,0,0,0,7,2010,"1-7-2010"
67,2.655,2.89,1,0,0,8,2010,"1-8-2010"
92,2.536,2.89,1,0,1,9,2010,"1-9-2010"
65,2.89,2.89,0,0,0,10,2010,"1-10-2010"
54,2.89,2.89,0,0,0,11,2010,"1-11-2010"
60,2.89,2.89,0,2,0,12,2010,"1-12-2010"
107,2.7125,2.89,1,3,0,1,2011,"1-1-2011"
3,2.42,2.89,1,0,0,2,2011,"1-2-2011"
