"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
8,2.55333333333333,2.71,0,0,1,1,2009,"1-1-2009"
9,2.71,2.71,0,0,0,2,2009,"1-2-2009"
9,2.71,2.71,0,0,0,3,2009,"1-3-2009"
32,2.626,2.668,1,0,0,4,2009,"1-4-2009"
15,2.58666666666667,2.71,1,1,0,5,2009,"1-5-2009"
68,2.06,2.71,0,2,1,6,2009,"1-6-2009"
17,2.632,2.632,0,0,0,7,2009,"1-7-2009"
76,2.37,2.71,1,0,0,8,2009,"1-8-2009"
50,2.278,2.71,1,1,2,9,2009,"1-9-2009"
12,2.71,2.71,0,0,0,10,2009,"1-10-2009"
25,2.605,2.6575,1,1,0,11,2009,"1-11-2009"
62,2.374,2.698,2,2,0,12,2009,"1-12-2009"
59,2.295,2.71,1,2,0,1,2010,"1-1-2010"
13,2.71,2.71,0,0,0,2,2010,"1-2-2010"
21,2.71,2.71,0,0,0,3,2010,"1-3-2010"
8,2.71,2.71,0,0,0,4,2010,"1-4-2010"
14,2.71,2.71,0,0,0,5,2010,"1-5-2010"
24,2.71,2.71,0,0,0,6,2010,"1-6-2010"
18,2.71,2.71,0,0,0,7,2010,"1-7-2010"
74,2.0425,2.71,1,0,1,8,2010,"1-8-2010"
89,2.14,2.71,3,3,1,9,2010,"1-9-2010"
11,2.71,2.71,0,0,0,10,2010,"1-10-2010"
55,2.23,2.71,1,2,0,11,2010,"1-11-2010"
22,2.442,2.71,0,2,0,12,2010,"1-12-2010"
35,2.2675,2.71,0,2,2,1,2011,"1-1-2011"
42,2.26666666666667,2.95,1,0,1,2,2011,"1-2-2011"
24,2.95,2.95,0,1,0,3,2011,"1-3-2011"
45,2.49,2.95,2,2,0,4,2011,"1-4-2011"
52,2.5425,2.95,2,3,0,5,2011,"1-5-2011"
18,2.95,2.95,0,0,0,6,2011,"1-6-2011"
33,2.47,2.95,2,0,0,7,2011,"1-7-2011"
8,2.87,2.87,0,0,0,8,2011,"1-8-2011"
13,2.15,2.95,0,2,2,11,2011,"1-11-2011"
2,2.725,2.95,0,0,1,12,2011,"1-12-2011"
