"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
92,2.4,2.59,0,1,1,1,2009,"1-1-2009"
73,2.59,2.59,0,1,0,2,2009,"1-2-2009"
84,2.59,2.59,0,0,0,3,2009,"1-3-2009"
168,2.556,2.574,1,1,0,4,2009,"1-4-2009"
69,2.5275,2.59,1,0,0,5,2009,"1-5-2009"
69,2.5275,2.59,1,1,0,6,2009,"1-6-2009"
91,2.554,2.554,0,0,0,7,2009,"1-7-2009"
107,2.44,2.59,1,0,0,8,2009,"1-8-2009"
137,2.236,2.59,1,1,2,9,2009,"1-9-2009"
85,2.585,2.585,0,0,0,10,2009,"1-10-2009"
84,2.5475,2.57,1,0,0,11,2009,"1-11-2009"
187,2.306,2.584,2,1,0,12,2009,"1-12-2009"
253,2.24,2.59,0,1,1,1,2010,"1-1-2010"
92,2.59,2.59,0,0,0,2,2010,"1-2-2010"
96,2.59,2.59,0,0,0,3,2010,"1-3-2010"
69,2.59,2.59,0,0,0,4,2010,"1-4-2010"
71,2.59,2.59,0,0,0,5,2010,"1-5-2010"
98,2.584,2.584,0,0,0,6,2010,"1-6-2010"
106,2.59,2.59,0,0,0,7,2010,"1-7-2010"
249,2.28,2.59,1,0,0,8,2010,"1-8-2010"
316,2.106,2.59,3,2,1,9,2010,"1-9-2010"
75,2.59,2.59,0,0,0,10,2010,"1-10-2010"
108,2.29,2.59,1,0,1,11,2010,"1-11-2010"
110,2.354,2.59,0,1,1,12,2010,"1-12-2010"
88,2.605,2.605,0,2,0,1,2011,"1-1-2011"
116,2.33,2.78,1,0,1,2,2011,"1-2-2011"
99,2.95,2.95,0,0,0,3,2011,"1-3-2011"
105,2.475,2.95,2,0,0,4,2011,"1-4-2011"
149,2.595,2.96,2,1,0,5,2011,"1-5-2011"
71,2.95,2.95,0,0,0,6,2011,"1-6-2011"
17,2.47,2.95,2,0,0,7,2011,"1-7-2011"
2,2.95,2.95,0,0,0,8,2011,"1-8-2011"
7,2.95,2.95,0,0,0,10,2011,"1-10-2011"
