"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
32,2.48666666666667,2.48666666666667,0,0,0,1,2009,"1-1-2009"
37,2.4825,2.4825,0,0,0,2,2009,"1-2-2009"
39,2.49,2.49,0,0,0,3,2009,"1-3-2009"
205,2.124,2.49,0,3,1,4,2009,"1-4-2009"
64,2.49,2.49,0,0,0,5,2009,"1-5-2009"
57,2.49,2.49,0,0,0,6,2009,"1-6-2009"
111,2.088,2.49,0,0,3,7,2009,"1-7-2009"
57,2.49,2.49,0,0,0,8,2009,"1-8-2009"
85,2.49,2.49,0,0,0,9,2009,"1-9-2009"
101,1.79,2.49,0,4,0,10,2009,"1-10-2009"
72,2.365,2.49,0,1,0,11,2009,"1-11-2009"
136,2.292,2.49,0,2,0,12,2009,"1-12-2009"
67,2.3125,2.3125,0,0,0,1,2010,"1-1-2010"
64,2.355,2.43,0,1,0,2,2010,"1-2-2010"
89,2.308,2.488,0,3,0,3,2010,"1-3-2010"
81,2.34,2.34,0,0,0,4,2010,"1-4-2010"
64,2.49,2.49,0,0,0,5,2010,"1-5-2010"
101,2.43,2.49,0,1,0,6,2010,"1-6-2010"
89,2.2775,2.49,0,1,2,7,2010,"1-7-2010"
74,2.34,2.49,0,0,2,8,2010,"1-8-2010"
68,2.49,2.49,0,0,0,9,2010,"1-9-2010"
67,2.49,2.49,0,0,0,10,2010,"1-10-2010"
55,2.49,2.49,0,0,0,11,2010,"1-11-2010"
171,2.294,2.45,0,4,0,12,2010,"1-12-2010"
59,2.44,2.34,0,3,0,1,2011,"1-1-2011"
55,2.49,2.49,0,0,0,2,2011,"1-2-2011"
45,2.49,2.49,0,0,0,3,2011,"1-3-2011"
71,2.24,2.49,0,1,1,4,2011,"1-4-2011"
29,2.49,2.49,0,0,0,5,2011,"1-5-2011"
121,2.292,2.49,0,2,0,6,2011,"1-6-2011"
86,2.3225,2.4475,0,0,1,7,2011,"1-7-2011"
70,2.49,2.49,0,0,0,8,2011,"1-8-2011"
80,2.49,2.49,0,0,0,9,2011,"1-9-2011"
100,1.88,2.49,0,0,3,10,2011,"1-10-2011"
55,2.37,2.37,0,1,0,11,2011,"1-11-2011"
125,2.29,2.29,0,2,0,12,2011,"1-12-2011"
14,2.3,2.3,0,0,0,1,2012,"1-1-2012"
