"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
81,2.92666666666667,3.04333333333333,1,0,0,1,2009,"1-1-2009"
105,2.4,3.14,0,0,3,2,2009,"1-2-2009"
107,2.665,2.86,0,0,1,3,2009,"1-3-2009"
145,2.904,2.904,0,0,0,4,2009,"1-4-2009"
146,2.4725,2.99,1,1,2,5,2009,"1-5-2009"
119,2.725,2.81,0,0,1,6,2009,"1-6-2009"
128,2.992,2.992,0,0,0,7,2009,"1-7-2009"
191,2.5475,3.14,1,0,3,8,2009,"1-8-2009"
120,2.858,2.944,0,0,1,9,2009,"1-9-2009"
127,2.9625,3.135,1,1,0,10,2009,"1-10-2009"
153,2.775,3.035,1,0,1,11,2009,"1-11-2009"
180,2.64,2.964,1,0,2,12,2009,"1-12-2009"
120,2.8875,3.19,1,0,1,1,2010,"1-1-2010"
119,2.46,2.98,0,0,2,2,2010,"1-2-2010"
123,2.6,2.826,0,0,2,3,2010,"1-3-2010"
101,2.8875,2.8875,0,0,0,4,2010,"1-4-2010"
98,2.8,3.0825,0,0,1,5,2010,"1-5-2010"
103,3.048,3.048,0,0,0,6,2010,"1-6-2010"
68,3.1975,3.1975,0,0,0,7,2010,"1-7-2010"
88,2.8325,3.29,0,0,3,8,2010,"1-8-2010"
96,2.994,3.17,0,0,2,9,2010,"1-9-2010"
81,3.1075,3.1925,0,0,1,10,2010,"1-10-2010"
275,2.8375,3.095,2,2,0,11,2010,"1-11-2010"
134,2.804,3.022,1,1,1,12,2010,"1-12-2010"
120,2.7675,3.29,2,2,1,1,2011,"1-1-2011"
71,2.8975,3.29,0,0,3,2,2011,"1-2-2011"
91,2.986,3.05,0,0,1,3,2011,"1-3-2011"
129,3.02,3.265,2,2,0,4,2011,"1-4-2011"
89,2.745,3.4,0,0,3,5,2011,"1-5-2011"
114,3.162,3.162,0,0,0,6,2011,"1-6-2011"
217,2.745,3.195,2,2,0,7,2011,"1-7-2011"
138,2.856,3.374,0,0,3,8,2011,"1-8-2011"
103,3.12,3.12,0,0,0,9,2011,"1-9-2011"
101,3.0375,3.0375,0,0,0,10,2011,"1-10-2011"
193,2.6,3.19,2,2,2,11,2011,"1-11-2011"
108,3.045,3.1275,0,0,1,12,2011,"1-12-2011"
22,3.19,3.19,0,0,0,1,2012,"1-1-2012"
