"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
81,3.25666666666667,3.25666666666667,0,0,0,1,2009,"1-1-2009"
101,3.265,3.265,0,0,0,2,2009,"1-2-2009"
80,3.2675,3.2675,0,0,0,3,2009,"1-3-2009"
86,3.282,3.282,0,0,0,4,2009,"1-4-2009"
109,3.26,3.275,2,0,0,5,2009,"1-5-2009"
129,3.2375,3.245,0,3,0,6,2009,"1-6-2009"
116,3.246,3.246,0,0,0,7,2009,"1-7-2009"
78,3.2825,3.2825,0,0,0,8,2009,"1-8-2009"
124,3.266,3.266,0,0,0,9,2009,"1-9-2009"
81,3.2425,3.2425,0,0,0,10,2009,"1-10-2009"
110,3.19,3.19,0,0,0,11,2009,"1-11-2009"
219,2.996,3.014,2,1,0,12,2009,"1-12-2009"
121,3.1725,3.1625,1,1,0,1,2010,"1-1-2010"
85,3.215,3.215,0,0,0,2,2010,"1-2-2010"
102,3.202,3.202,0,0,0,3,2010,"1-3-2010"
83,3.195,3.195,0,0,0,4,2010,"1-4-2010"
107,3.2,3.2,0,0,0,5,2010,"1-5-2010"
98,3.226,3.226,0,0,0,6,2010,"1-6-2010"
72,3.225,3.225,0,0,0,7,2010,"1-7-2010"
80,3.1775,3.1775,0,0,0,8,2010,"1-8-2010"
84,3.242,3.242,0,0,0,9,2010,"1-9-2010"
53,3.205,3.205,0,0,0,10,2010,"1-10-2010"
93,3.2225,3.2225,0,0,0,11,2010,"1-11-2010"
155,2.966,3.17,1,1,1,12,2010,"1-12-2010"
100,2.8925,2.8925,0,0,0,1,2011,"1-1-2011"
100,3.045,3.03,1,1,0,2,2011,"1-2-2011"
94,3.19,3.184,0,1,0,3,2011,"1-3-2011"
66,3.235,3.235,0,0,0,4,2011,"1-4-2011"
98,3.2,3.185,1,1,0,5,2011,"1-5-2011"
73,3.322,3.424,1,1,0,6,2011,"1-6-2011"
61,3.3375,3.72,1,0,2,7,2011,"1-7-2011"
69,3.606,3.606,0,0,0,8,2011,"1-8-2011"
33,3.6775,3.6775,0,0,0,9,2011,"1-9-2011"
40,3.5725,3.5725,0,0,0,10,2011,"1-10-2011"
77,3.424,3.424,0,0,0,11,2011,"1-11-2011"
38,3.36,3.36,0,0,0,12,2011,"1-12-2011"
18,3.24,3.37,1,0,0,1,2012,"1-1-2012"
