"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
92,4.39,4.39,0,0,0,1,2009,"1-1-2009"
206,3.57,4.39,2,2,0,2,2009,"1-2-2009"
94,4.39,4.39,0,0,0,3,2009,"1-3-2009"
113,4.39,4.39,0,0,0,4,2009,"1-4-2009"
109,4.39,4.39,0,0,0,5,2009,"1-5-2009"
100,4.39,4.39,0,0,0,6,2009,"1-6-2009"
263,3.718,4.39,2,2,0,7,2009,"1-7-2009"
83,4.39,4.39,0,0,0,8,2009,"1-8-2009"
100,4.39,4.39,0,0,0,9,2009,"1-9-2009"
76,4.39,4.39,0,0,0,10,2009,"1-10-2009"
73,4.39,4.39,0,0,0,11,2009,"1-11-2009"
84,4.366,4.366,0,0,0,12,2009,"1-12-2009"
67,4.3125,4.3125,0,0,0,1,2010,"1-1-2010"
236,3.61,4.39,2,2,0,2,2010,"1-2-2010"
103,4.204,4.39,0,1,0,3,2010,"1-3-2010"
90,4.39,4.39,0,0,0,4,2010,"1-4-2010"
92,4.36,4.36,0,0,0,5,2010,"1-5-2010"
182,4.034,4.39,1,1,0,6,2010,"1-6-2010"
147,3.9875,4.39,1,1,0,7,2010,"1-7-2010"
208,3.755,4.39,1,0,1,8,2010,"1-8-2010"
110,4.39,4.39,0,0,0,9,2010,"1-9-2010"
93,4.39,4.39,0,0,0,10,2010,"1-10-2010"
82,4.39,4.39,0,0,0,11,2010,"1-11-2010"
103,4.39,4.39,0,0,0,12,2010,"1-12-2010"
91,4.39,4.39,0,0,0,1,2011,"1-1-2011"
158,3.9475,4.39,1,1,0,2,2011,"1-2-2011"
191,4.176,4.532,1,1,0,3,2011,"1-3-2011"
71,4.5625,4.5625,0,0,0,4,2011,"1-4-2011"
93,4.59,4.59,0,0,0,5,2011,"1-5-2011"
85,4.59,4.59,0,0,0,6,2011,"1-6-2011"
73,4.59,4.59,0,0,0,7,2011,"1-7-2011"
215,3.71,4.59,2,3,1,8,2011,"1-8-2011"
90,4.59,4.59,0,0,0,9,2011,"1-9-2011"
84,4.59,4.59,0,0,0,10,2011,"1-10-2011"
81,4.59,4.59,0,0,0,11,2011,"1-11-2011"
56,4.59,4.59,0,0,0,12,2011,"1-12-2011"
16,4.59,4.59,0,0,0,1,2012,"1-1-2012"
