"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
57,1.55333333333333,1.9,0,0,2,1,2009,"1-1-2009"
119,1.8125,1.9375,0,0,2,2,2009,"1-2-2009"
70,1.6925,1.9725,0,0,3,3,2009,"1-3-2009"
71,1.794,2.124,0,0,3,4,2009,"1-4-2009"
57,1.6075,2.3,0,0,4,5,2009,"1-5-2009"
78,1.6125,1.6125,0,0,0,6,2009,"1-6-2009"
119,1.706,1.806,0,0,2,7,2009,"1-7-2009"
89,1.6025,1.725,0,0,1,8,2009,"1-8-2009"
90,1.592,1.838,0,0,3,9,2009,"1-9-2009"
64,1.7925,2,0,0,2,10,2009,"1-10-2009"
78,1.6575,2.0225,0,0,3,11,2009,"1-11-2009"
123,1.746,1.964,0,0,3,12,2009,"1-12-2009"
73,1.8725,1.8725,0,0,0,1,2010,"1-1-2010"
69,1.6325,2.09,0,0,4,2,2010,"1-2-2010"
69,1.868,2.246,0,0,4,3,2010,"1-3-2010"
47,1.555,2.35,0,0,4,4,2010,"1-4-2010"
45,1.825,2.02,0,0,1,5,2010,"1-5-2010"
61,1.824,2.3,0,0,5,6,2010,"1-6-2010"
51,1.745,1.905,0,0,2,7,2010,"1-7-2010"
49,1.9275,2.0125,0,0,1,8,2010,"1-8-2010"
72,1.726,2.19,0,0,5,9,2010,"1-9-2010"
60,1.715,1.82,0,0,2,10,2010,"1-10-2010"
52,1.65,1.9475,0,0,2,11,2010,"1-11-2010"
116,1.566,1.856,0,0,4,12,2010,"1-12-2010"
70,1.77,1.865,0,0,1,1,2011,"1-1-2011"
47,1.8475,1.92,0,0,1,2,2011,"1-2-2011"
87,1.862,2.364,0,0,3,3,2011,"1-3-2011"
79,1.67,2.3075,0,0,3,4,2011,"1-4-2011"
65,1.7175,1.7175,0,0,0,5,2011,"1-5-2011"
102,1.788,1.834,0,0,1,6,2011,"1-6-2011"
62,1.77,1.87,0,0,2,7,2011,"1-7-2011"
75,1.806,2.166,0,0,4,8,2011,"1-8-2011"
67,1.8675,1.9525,0,0,1,9,2011,"1-9-2011"
59,1.755,1.8325,0,0,1,10,2011,"1-10-2011"
85,1.806,1.978,0,0,1,11,2011,"1-11-2011"
70,1.8925,2.15,0,0,4,12,2011,"1-12-2011"
23,1.82,2.15,0,0,1,1,2012,"1-1-2012"
