"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
31,1.53,2.59,1,0,1,1,2009,"1-1-2009"
15,1,2.59,0,0,2,2,2009,"1-2-2009"
2,2.59,2.59,0,0,0,3,2009,"1-3-2009"
20,1.95,2.59,1,0,1,4,2009,"1-4-2009"
21,1.7625,2.5575,0,0,2,5,2009,"1-5-2009"
18,1.57333333333333,2.59,1,0,2,6,2009,"1-6-2009"
13,1.58,2.388,0,0,4,7,2009,"1-7-2009"
9,1.58,1.58,0,0,0,8,2009,"1-8-2009"
20,1.57,1.57,0,0,0,9,2009,"1-9-2009"
15,1.5575,1.5575,0,0,0,10,2009,"1-10-2009"
13,1.58,1.58,0,0,0,11,2009,"1-11-2009"
25,1.574,1.574,0,0,0,12,2009,"1-12-2009"
16,1.5725,1.5725,0,0,0,1,2010,"1-1-2010"
20,1.56,1.56,0,0,0,2,2010,"1-2-2010"
13,1.548,1.58,0,0,1,3,2010,"1-3-2010"
39,1.435,1.57,1,0,0,4,2010,"1-4-2010"
58,1.14,1.565,0,0,3,5,2010,"1-5-2010"
39,1.452,1.57,0,0,1,6,2010,"1-6-2010"
97,1.1425,1.58,0,2,1,7,2010,"1-7-2010"
44,1.44,1.58,1,1,0,8,2010,"1-8-2010"
121,1.108,1.58,0,4,0,9,2010,"1-9-2010"
13,1.5675,1.5675,0,0,0,10,2010,"1-10-2010"
8,1.56666666666667,1.56666666666667,0,0,0,11,2010,"1-11-2010"
21,1.128,1.58,0,0,4,12,2010,"1-12-2010"
10,1.29,1.58,0,0,2,1,2011,"1-1-2011"
17,1.5675,1.5675,0,0,0,2,2011,"1-2-2011"
25,1.576,1.576,0,0,0,3,2011,"1-3-2011"
18,1.56,1.56,0,0,0,4,2011,"1-4-2011"
86,0.9925,1.58,1,2,2,5,2011,"1-5-2011"
16,1.69,1.69,0,0,0,6,2011,"1-6-2011"
22,1.6675,1.6675,0,0,0,7,2011,"1-7-2011"
113,0.998,1.68,1,3,1,8,2011,"1-8-2011"
27,1.3325,1.685,0,0,2,9,2011,"1-9-2011"
15,1.69,1.69,0,0,0,10,2011,"1-10-2011"
24,0.978,1.69,0,1,4,11,2011,"1-11-2011"
15,1.475,1.69,0,2,2,12,2011,"1-12-2011"
4,1.69,1.69,0,1,0,1,2012,"1-1-2012"
