"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
15,3.23,3.23,0,0,0,5,2009,"1-5-2009"
45,3.37,3.37,0,0,0,6,2009,"1-6-2009"
72,3.196,3.37,0,0,1,7,2009,"1-7-2009"
50,3.37,3.37,0,0,0,8,2009,"1-8-2009"
81,3.192,3.37,1,1,0,9,2009,"1-9-2009"
64,3.37,3.37,0,0,0,10,2009,"1-10-2009"
63,3.37,3.37,0,0,0,11,2009,"1-11-2009"
92,3.37,3.37,0,0,0,12,2009,"1-12-2009"
86,3.355,3.355,0,0,0,1,2010,"1-1-2010"
147,3.07,3.34,2,2,0,2,2010,"1-2-2010"
93,3.37,3.37,0,0,0,3,2010,"1-3-2010"
86,3.3275,3.3275,0,0,0,4,2010,"1-4-2010"
81,3.37,3.37,0,0,0,5,2010,"1-5-2010"
80,3.37,3.37,0,0,0,6,2010,"1-6-2010"
50,3.19,3.19,0,0,0,7,2010,"1-7-2010"
160,2.9975,3.1525,1,1,0,8,2010,"1-8-2010"
81,3.168,3.168,0,0,0,9,2010,"1-9-2010"
87,3.165,3.165,0,0,0,10,2010,"1-10-2010"
93,3.19,3.19,0,0,0,11,2010,"1-11-2010"
98,3.168,3.168,0,0,0,12,2010,"1-12-2010"
77,3.19,3.19,0,0,0,1,2011,"1-1-2011"
91,3.19,3.19,0,0,0,2,2011,"1-2-2011"
140,2.916,3.19,1,1,1,3,2011,"1-3-2011"
85,3.19,3.19,0,0,0,4,2011,"1-4-2011"
109,3.0875,3.0875,0,0,0,5,2011,"1-5-2011"
145,3.408,3.408,0,0,0,6,2011,"1-6-2011"
59,3.49,3.49,0,0,0,7,2011,"1-7-2011"
97,3.46,3.46,0,0,0,8,2011,"1-8-2011"
69,3.365,3.365,0,0,0,9,2011,"1-9-2011"
118,2.915,3.28,1,1,1,10,2011,"1-10-2011"
82,3.31,3.31,0,0,0,11,2011,"1-11-2011"
26,3.145,3.31,0,0,1,12,2011,"1-12-2011"
14,3.31,3.31,0,0,0,1,2012,"1-1-2012"
