"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
26,3.33333333333333,3.33333333333333,0,0,0,1,2009,"1-1-2009"
40,3.275,3.275,0,0,0,2,2009,"1-2-2009"
18,3.3225,3.3225,0,0,0,3,2009,"1-3-2009"
26,3.252,3.334,0,0,1,4,2009,"1-4-2009"
26,3.3125,3.335,2,0,0,5,2009,"1-5-2009"
27,3.32333333333333,3.32333333333333,0,0,0,6,2009,"1-6-2009"
30,3.33,3.33,0,0,0,7,2009,"1-7-2009"
22,3.2525,3.2525,0,0,0,8,2009,"1-8-2009"
25,3.116,3.194,0,0,1,9,2009,"1-9-2009"
30,3.3275,3.3275,0,0,0,10,2009,"1-10-2009"
29,3.3175,3.3175,0,0,0,11,2009,"1-11-2009"
61,3.116,3.34,2,1,0,12,2009,"1-12-2009"
41,3.25,3.3375,1,2,0,1,2010,"1-1-2010"
36,3.24,3.24,0,0,0,2,2010,"1-2-2010"
30,3.272,3.272,0,0,0,3,2010,"1-3-2010"
21,3.23,3.3375,0,0,1,4,2010,"1-4-2010"
34,3.2575,3.2575,0,0,0,5,2010,"1-5-2010"
26,3.31,3.31,0,0,0,6,2010,"1-6-2010"
31,3.33,3.33,0,0,0,7,2010,"1-7-2010"
30,3.285,3.285,0,0,0,8,2010,"1-8-2010"
47,3.284,3.284,0,0,0,9,2010,"1-9-2010"
20,3.2725,3.2725,0,0,0,10,2010,"1-10-2010"
31,3.255,3.255,0,0,0,11,2010,"1-11-2010"
42,3.056,3.27,1,0,2,12,2010,"1-12-2010"
36,2.965,3.34,0,0,4,1,2011,"1-1-2011"
42,3.115,3.125,1,1,0,2,2011,"1-2-2011"
50,3.284,3.288,0,1,0,3,2011,"1-3-2011"
37,3.32,3.32,0,0,0,4,2011,"1-4-2011"
30,3.325,3.325,1,1,0,5,2011,"1-5-2011"
31,3.48,3.588,1,1,0,6,2011,"1-6-2011"
43,3.4025,3.775,1,0,2,7,2011,"1-7-2011"
38,3.738,3.738,0,0,0,8,2011,"1-8-2011"
18,3.7525,3.7525,0,0,0,9,2011,"1-9-2011"
18,3.6725,3.6725,0,0,0,10,2011,"1-10-2011"
33,3.452,3.79,0,0,4,11,2011,"1-11-2011"
21,3.4925,3.4925,0,0,0,12,2011,"1-12-2011"
8,3.3,3.59,1,0,0,1,2012,"1-1-2012"
