"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
90,1.38666666666667,1.38666666666667,0,0,0,1,2009,"1-1-2009"
129,1.4675,1.4675,0,1,0,2,2009,"1-2-2009"
143,1.47,1.4675,0,1,0,3,2009,"1-3-2009"
151,1.494,1.494,0,0,0,4,2009,"1-4-2009"
140,1.495,1.495,0,0,0,5,2009,"1-5-2009"
109,1.585,1.585,0,0,0,6,2009,"1-6-2009"
173,1.416,1.68,0,0,3,7,2009,"1-7-2009"
173,1.4275,1.6325,0,0,3,8,2009,"1-8-2009"
176,1.492,1.492,0,0,0,9,2009,"1-9-2009"
199,1.4225,1.48,0,0,1,10,2009,"1-10-2009"
176,1.475,1.475,0,0,0,11,2009,"1-11-2009"
268,1.284,1.47,0,1,3,12,2009,"1-12-2009"
382,1.2475,1.47,2,2,2,1,2010,"1-1-2010"
265,1.4325,1.4875,0,0,1,2,2010,"1-2-2010"
235,1.476,1.476,0,0,0,3,2010,"1-3-2010"
291,1.475,1.4725,0,1,0,4,2010,"1-4-2010"
307,1.4925,1.4875,0,2,0,5,2010,"1-5-2010"
317,1.49,1.498,0,4,0,6,2010,"1-6-2010"
201,1.495,1.5,0,2,0,7,2010,"1-7-2010"
246,1.49,1.4925,0,3,0,8,2010,"1-8-2010"
293,1.49,1.494,0,2,0,9,2010,"1-9-2010"
237,1.4925,1.4925,0,0,0,10,2010,"1-10-2010"
210,1.4975,1.4975,0,0,0,11,2010,"1-11-2010"
319,1.534,1.534,0,0,0,12,2010,"1-12-2010"
195,1.53,1.53,0,0,0,1,2011,"1-1-2011"
227,1.5175,1.5175,0,0,0,2,2011,"1-2-2011"
229,1.524,1.524,0,0,0,3,2011,"1-3-2011"
160,1.545,1.545,0,0,0,4,2011,"1-4-2011"
227,1.5425,1.5425,0,0,0,5,2011,"1-5-2011"
253,1.538,1.538,0,1,0,6,2011,"1-6-2011"
188,1.54,1.54,0,0,0,7,2011,"1-7-2011"
246,1.558,1.558,0,0,0,8,2011,"1-8-2011"
177,1.5375,1.5375,0,0,0,9,2011,"1-9-2011"
167,1.5875,1.5875,0,0,0,10,2011,"1-10-2011"
253,1.626,1.626,0,0,0,11,2011,"1-11-2011"
218,1.625,1.625,0,0,0,12,2011,"1-12-2011"
43,1.62,1.62,0,0,0,1,2012,"1-1-2012"
