"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
25,2.84333333333333,3.19,1,0,1,1,2009,"1-1-2009"
21,2.915,3.19,0,0,2,2,2009,"1-2-2009"
28,3.0375,3.1175,0,0,1,3,2009,"1-3-2009"
36,2.604,3.19,0,0,2,4,2009,"1-4-2009"
31,2.915,3.19,1,1,1,5,2009,"1-5-2009"
50,3.035,3.19,0,1,1,6,2009,"1-6-2009"
59,3.132,3.132,0,0,0,7,2009,"1-7-2009"
66,3.115,3.22,0,0,1,8,2009,"1-8-2009"
46,3.084,3.152,0,0,1,9,2009,"1-9-2009"
50,3.0175,3.29,1,1,1,10,2009,"1-10-2009"
30,2.8525,3.29,1,3,1,11,2009,"1-11-2009"
35,3.212,3.29,0,0,1,12,2009,"1-12-2009"
24,3.0775,3.29,1,0,1,1,2010,"1-1-2010"
21,2.8175,3.29,0,0,2,2,2010,"1-2-2010"
24,3.29,3.29,0,0,0,3,2010,"1-3-2010"
20,3.055,3.29,0,0,1,4,2010,"1-4-2010"
21,3.125,3.24,0,0,1,5,2010,"1-5-2010"
25,3.19,3.19,0,0,0,6,2010,"1-6-2010"
17,2.99,3.19,0,0,1,7,2010,"1-7-2010"
14,2.66,3.19,0,0,1,8,2010,"1-8-2010"
21,3.19,3.19,0,0,0,9,2010,"1-9-2010"
25,3.19,3.19,0,0,0,10,2010,"1-10-2010"
22,2.92333333333333,3.19,2,0,0,11,2010,"1-11-2010"
22,3.07,3.19,1,0,0,12,2010,"1-12-2010"
38,2.6175,3.19,2,0,1,1,2011,"1-1-2011"
27,3.02,3.19,0,0,1,2,2011,"1-2-2011"
24,3.27,3.27,0,0,0,3,2011,"1-3-2011"
37,3.1325,3.29,2,2,0,4,2011,"1-4-2011"
22,2.9425,3.265,0,0,2,5,2011,"1-5-2011"
31,3.006,3.19,0,0,2,6,2011,"1-6-2011"
39,2.8975,3.19,2,0,0,7,2011,"1-7-2011"
50,3.19,3.19,0,0,0,8,2011,"1-8-2011"
27,2.99,2.99,0,0,0,9,2011,"1-9-2011"
35,3.09,3.19,0,0,1,10,2011,"1-10-2011"
48,2.698,3.19,2,0,1,11,2011,"1-11-2011"
31,2.9525,3.19,0,0,2,12,2011,"1-12-2011"
10,3.19,3.19,0,0,0,1,2012,"1-1-2012"
