"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
44,1.51,2.54,1,1,1,1,2009,"1-1-2009"
27,1,2.54,0,0,2,2,2009,"1-2-2009"
9,2.59,2.59,0,0,0,3,2009,"1-3-2009"
29,1.94,2.59,1,0,1,4,2009,"1-4-2009"
16,1.58666666666667,2.59,0,1,2,5,2009,"1-5-2009"
12,1.58,2.59,0,1,2,6,2009,"1-6-2009"
25,1.574,1.984,0,3,1,7,2009,"1-7-2009"
22,1.575,1.575,1,1,0,8,2009,"1-8-2009"
25,1.58,1.58,0,0,0,9,2009,"1-9-2009"
18,1.5575,1.5575,0,0,0,10,2009,"1-10-2009"
10,1.5525,1.5525,0,0,0,11,2009,"1-11-2009"
18,1.574,1.574,0,0,0,12,2009,"1-12-2009"
21,1.58,1.58,0,0,0,1,2010,"1-1-2010"
12,1.5675,1.5675,0,0,0,2,2010,"1-2-2010"
21,1.576,1.576,0,0,0,3,2010,"1-3-2010"
31,1.43,1.58,1,4,0,4,2010,"1-4-2010"
35,1.1325,1.58,0,4,0,5,2010,"1-5-2010"
40,1.458,1.574,0,1,1,6,2010,"1-6-2010"
33,1.13,1.57,0,0,3,7,2010,"1-7-2010"
27,1.4175,1.555,1,0,0,8,2010,"1-8-2010"
46,1.124,1.54,0,1,3,9,2010,"1-9-2010"
19,1.5725,1.5725,0,0,0,10,2010,"1-10-2010"
18,1.565,1.565,0,0,0,11,2010,"1-11-2010"
22,0.9975,1.55,0,0,4,12,2010,"1-12-2010"
8,1.29,1.565,0,0,2,1,2011,"1-1-2011"
18,1.58,1.58,0,0,0,2,2011,"1-2-2011"
31,1.58,1.58,0,0,0,3,2011,"1-3-2011"
14,1.58,1.58,0,0,0,4,2011,"1-4-2011"
28,0.995,1.58,1,1,3,5,2011,"1-5-2011"
3,2.15,2.15,0,0,0,6,2011,"1-6-2011"
5,1.69,2.15,0,0,3,7,2011,"1-7-2011"
26,0.994,1.92,1,0,3,8,2011,"1-8-2011"
25,1.3325,1.3325,0,0,0,9,2011,"1-9-2011"
10,1.69,1.69,0,0,0,10,2011,"1-10-2011"
29,0.992,1.69,0,0,5,11,2011,"1-11-2011"
21,1.5175,1.69,0,0,1,12,2011,"1-12-2011"
4,1.69,1.69,0,0,0,1,2012,"1-1-2012"
