"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
17,4.5,4.5,0,0,0,1,2009,"1-1-2009"
18,4.5,4.5,0,0,0,2,2009,"1-2-2009"
17,5.6325,5.6325,0,0,0,3,2009,"1-3-2009"
31,5.154,5.46,1,5,0,4,2009,"1-4-2009"
21,5.0775,5.2525,1,1,0,5,2009,"1-5-2009"
10,5.5725,5.455,0,1,0,6,2009,"1-6-2009"
15,5.195,5.69,1,4,0,7,2009,"1-7-2009"
28,5.2025,5.69,1,4,0,8,2009,"1-8-2009"
20,5.69,5.69,0,3,0,9,2009,"1-9-2009"
21,5.03,5.69,1,3,1,10,2009,"1-10-2009"
18,4.8325,5.92,1,1,1,11,2009,"1-11-2009"
10,4.98666666666667,5.76666666666667,0,0,2,12,2009,"1-12-2009"
12,4.5,5.69,1,0,3,1,2010,"1-1-2010"
11,5.69,5.69,0,0,0,2,2010,"1-2-2010"
19,4.73,5.69,2,0,2,3,2010,"1-3-2010"
3,5.09,5.69,0,0,1,4,2010,"1-4-2010"
18,5.065,5.215,2,2,0,5,2010,"1-5-2010"
14,5.215,5.215,0,0,0,6,2010,"1-6-2010"
17,5.29,5.29,0,1,0,7,2010,"1-7-2010"
22,5.29,5.29,0,0,0,8,2010,"1-8-2010"
34,4.81,5.29,2,3,0,9,2010,"1-9-2010"
19,4.905,5.29,0,1,1,10,2010,"1-10-2010"
21,4.37,5.29,0,0,4,11,2010,"1-11-2010"
22,4.4,4.63,0,0,1,12,2010,"1-12-2010"
17,4.675,4.49,0,4,0,1,2011,"1-1-2011"
19,5.23,5.23,0,0,0,2,2011,"1-2-2011"
15,4.964,5.23,0,3,0,3,2011,"1-3-2011"
7,5.23,5.23,0,0,0,4,2011,"1-4-2011"
5,4.815,5.23,0,0,1,5,2011,"1-5-2011"
14,4.4,5.23,0,0,4,6,2011,"1-6-2011"
15,4.4,4.6075,0,0,1,7,2011,"1-7-2011"
15,4.828,4.828,0,0,0,8,2011,"1-8-2011"
13,4.96,5.105,0,2,0,9,2011,"1-9-2011"
4,4.86,5.23,0,0,1,10,2011,"1-10-2011"
9,4.934,5.23,0,2,0,11,2011,"1-11-2011"
4,5.23,5.23,0,0,0,12,2011,"1-12-2011"
4,4.49,5.23,0,0,1,1,2012,"1-1-2012"
