"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
94,2.5,2.99,2,3,0,1,2009,"1-1-2009"
38,2.7425,2.99,0,1,0,2,2009,"1-2-2009"
175,2.745,2.99,2,2,0,3,2009,"1-3-2009"
46,2.88,2.99,0,1,1,4,2009,"1-4-2009"
46,2.99,2.99,0,0,0,5,2009,"1-5-2009"
147,2.75,2.99,2,2,0,6,2009,"1-6-2009"
74,2.99,2.99,0,0,0,7,2009,"1-7-2009"
267,2.7275,2.99,1,2,0,8,2009,"1-8-2009"
60,2.924,3.11,0,1,1,9,2009,"1-9-2009"
45,3.19,3.19,0,0,0,10,2009,"1-10-2009"
73,3.0275,3.19,1,0,0,11,2009,"1-11-2009"
364,2.184,3.19,2,3,0,12,2009,"1-12-2009"
47,3.175,3.175,0,0,0,1,2010,"1-1-2010"
55,3.19,3.19,0,0,0,2,2010,"1-2-2010"
205,3.052,3.19,1,1,0,3,2010,"1-3-2010"
149,2.885,3.19,1,1,0,4,2010,"1-4-2010"
418,2.0025,3.19,3,4,0,5,2010,"1-5-2010"
109,2.922,3.17,0,0,2,6,2010,"1-6-2010"
26,3.19,3.19,0,0,0,7,2010,"1-7-2010"
55,3.28,3.28,0,0,0,8,2010,"1-8-2010"
31,3.31,3.31,0,0,0,9,2010,"1-9-2010"
191,2.6475,3.31,2,2,0,10,2010,"1-10-2010"
46,3.31,3.31,0,0,0,11,2010,"1-11-2010"
53,3.274,3.274,0,0,0,12,2010,"1-12-2010"
67,3.31,3.31,0,0,0,1,2011,"1-1-2011"
177,2.8875,3.295,2,2,0,2,2011,"1-2-2011"
123,3.186,3.31,1,1,0,3,2011,"1-3-2011"
35,3.295,3.295,0,0,0,4,2011,"1-4-2011"
335,1.99,3.31,3,1,1,5,2011,"1-5-2011"
70,3.186,3.252,0,0,1,6,2011,"1-6-2011"
182,2.615,3.27,2,2,0,7,2011,"1-7-2011"
38,3.31,3.31,0,0,0,8,2011,"1-8-2011"
26,3.35,3.35,0,0,0,9,2011,"1-9-2011"
28,3.38,3.38,0,0,0,10,2011,"1-10-2011"
77,3.27,3.38,1,1,0,11,2011,"1-11-2011"
255,2.6875,3.38,2,1,0,12,2011,"1-12-2011"
18,3.29,3.29,0,0,0,1,2012,"1-1-2012"
