"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
1,6.79,6.79,0,0,0,1,2009,"1-1-2009"
3,4.99,6.79,1,0,1,2,2009,"1-2-2009"
34,5.065,6.79,3,3,0,3,2009,"1-3-2009"
6,6.79,6.79,0,1,0,4,2009,"1-4-2009"
6,6.79,6.79,0,0,0,5,2009,"1-5-2009"
2,6.79,6.79,0,0,0,6,2009,"1-6-2009"
8,5.63333333333333,6.79,0,0,3,7,2009,"1-7-2009"
5,6.79,6.79,0,0,0,8,2009,"1-8-2009"
6,5.49,6.69,0,0,2,9,2009,"1-9-2009"
8,5.49,6.49,1,0,1,10,2009,"1-10-2009"
9,6.49,6.49,0,0,0,11,2009,"1-11-2009"
13,6.49,6.49,0,0,0,12,2009,"1-12-2009"
23,4.82333333333333,6.49,2,3,0,1,2010,"1-1-2010"
5,6.49,6.49,0,0,0,2,2010,"1-2-2010"
7,6.27,6.57,1,0,0,3,2010,"1-3-2010"
8,5.74,6.69,1,0,0,4,2010,"1-4-2010"
23,5.71,6.49,2,3,0,5,2010,"1-5-2010"
4,5.89,6.49,0,0,2,6,2010,"1-6-2010"
7,5.69,6.49,0,0,2,7,2010,"1-7-2010"
5,6.75666666666667,6.75666666666667,0,0,0,8,2010,"1-8-2010"
2,7.29,7.29,0,0,0,9,2010,"1-9-2010"
2,5.89,7.29,1,0,0,10,2010,"1-10-2010"
4,5.89,7.29,1,0,0,11,2010,"1-11-2010"
10,5.42333333333333,7.29,1,0,1,12,2010,"1-12-2010"
7,6.01333333333333,7.29,2,0,0,1,2011,"1-1-2011"
9,6.465,7.29,1,0,0,2,2011,"1-2-2011"
10,7.29,7.29,0,0,0,3,2011,"1-3-2011"
2,7.49,7.49,0,0,0,4,2011,"1-4-2011"
5,6.055,7.49,1,0,0,5,2011,"1-5-2011"
6,7.69,7.69,0,0,0,6,2011,"1-6-2011"
4,7.89,7.89,0,0,0,7,2011,"1-7-2011"
13,7.065,7.79,1,1,0,8,2011,"1-8-2011"
5,7.49,7.49,0,0,0,9,2011,"1-9-2011"
14,6.74,7.49,1,1,1,10,2011,"1-10-2011"
23,6.475,7.49,2,1,0,11,2011,"1-11-2011"
4,7.24,7.24,0,0,0,12,2011,"1-12-2011"
