"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
122,3.32,3.94,1,0,2,1,2009,"1-1-2009"
90,3.7475,3.9125,0,0,1,2,2009,"1-2-2009"
56,3.905,3.905,0,0,0,3,2009,"1-3-2009"
90,3.554,3.968,1,2,0,4,2009,"1-4-2009"
78,3.5325,3.8825,2,1,0,5,2009,"1-5-2009"
59,3.92,3.92,0,0,0,6,2009,"1-6-2009"
41,3.528,3.998,0,0,4,7,2009,"1-7-2009"
56,3.8175,3.96,1,1,0,8,2009,"1-8-2009"
42,4.23,4.72,0,1,2,9,2009,"1-9-2009"
17,4.6475,4.835,0,0,1,10,2009,"1-10-2009"
31,4.535,4.7475,0,0,1,11,2009,"1-11-2009"
144,3.526,4.842,2,3,1,12,2009,"1-12-2009"
222,3.385,4.8225,1,3,0,1,2010,"1-1-2010"
40,4.7375,4.7375,0,0,0,2,2010,"1-2-2010"
20,4.5,4.5,0,0,0,3,2010,"1-3-2010"
48,3.9625,4.79,0,3,0,4,2010,"1-4-2010"
41,4.54,4.54,0,0,0,5,2010,"1-5-2010"
37,4.62,4.62,0,0,0,6,2010,"1-6-2010"
41,4.2175,4.74,0,0,3,7,2010,"1-7-2010"
53,3.97,4.525,0,0,3,8,2010,"1-8-2010"
43,3.88,3.88,0,0,0,9,2010,"1-9-2010"
60,3.2175,4,0,0,4,10,2010,"1-10-2010"
73,3.285,3.6375,0,0,2,11,2010,"1-11-2010"
110,3.36,3.478,1,2,0,12,2010,"1-12-2010"
53,4.2925,4.295,0,1,0,1,2011,"1-1-2011"
86,4.235,5.1325,1,2,0,2,2011,"1-2-2011"
86,3.572,5.08,0,0,5,3,2011,"1-3-2011"
50,3.955,3.955,0,0,0,4,2011,"1-4-2011"
38,4.4575,4.9525,1,1,1,5,2011,"1-5-2011"
102,3.906,5.29,1,0,4,6,2011,"1-6-2011"
93,3.62,5.29,0,3,1,7,2011,"1-7-2011"
85,3.952,3.952,0,0,0,8,2011,"1-8-2011"
54,3.935,3.935,0,0,0,9,2011,"1-9-2011"
48,3.935,3.935,0,0,0,10,2011,"1-10-2011"
84,3.918,3.918,0,0,0,11,2011,"1-11-2011"
76,3.93,3.93,0,0,0,12,2011,"1-12-2011"
26,3.42,3.88,1,0,0,1,2012,"1-1-2012"
