"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
72,2.76666666666667,2.89,0,0,1,1,2009,"1-1-2009"
133,2.495,2.89,0,3,1,2,2009,"1-2-2009"
128,2.695,2.89,0,1,1,3,2009,"1-3-2009"
112,2.89,2.89,0,0,0,4,2009,"1-4-2009"
115,2.89,2.89,0,0,0,5,2009,"1-5-2009"
92,2.89,2.89,0,0,0,6,2009,"1-6-2009"
103,2.89,2.89,0,0,0,7,2009,"1-7-2009"
69,2.89,2.89,0,0,0,8,2009,"1-8-2009"
108,2.89,2.89,0,0,0,9,2009,"1-9-2009"
92,2.89,2.89,0,0,0,10,2009,"1-10-2009"
65,2.89,2.89,0,0,0,11,2009,"1-11-2009"
75,2.89,2.89,0,0,0,12,2009,"1-12-2009"
60,2.89,2.89,0,0,0,1,2010,"1-1-2010"
63,2.965,2.965,0,0,0,2,2010,"1-2-2010"
68,2.99,2.99,0,0,0,3,2010,"1-3-2010"
67,2.99,2.99,0,0,0,4,2010,"1-4-2010"
108,2.99,2.99,0,0,0,5,2010,"1-5-2010"
140,2.99,2.99,0,0,0,6,2010,"1-6-2010"
106,2.985,2.985,0,0,0,7,2010,"1-7-2010"
121,2.74,2.99,1,0,0,8,2010,"1-8-2010"
120,2.522,2.99,3,1,0,9,2010,"1-9-2010"
71,2.99,2.99,0,2,0,10,2010,"1-10-2010"
62,2.99,2.99,0,4,0,11,2010,"1-11-2010"
51,2.99,2.99,0,3,0,12,2010,"1-12-2010"
95,2.7875,2.99,1,4,0,1,2011,"1-1-2011"
121,2.3825,2.99,2,3,0,2,2011,"1-2-2011"
62,2.99,2.99,0,0,0,3,2011,"1-3-2011"
55,2.74,2.99,1,0,0,4,2011,"1-4-2011"
44,2.74,2.99,0,0,2,5,2011,"1-5-2011"
58,2.99,2.99,0,0,0,6,2011,"1-6-2011"
39,3.14,3.14,0,0,0,7,2011,"1-7-2011"
42,3.29,3.29,0,0,0,8,2011,"1-8-2011"
29,3.29,3.29,0,0,0,9,2011,"1-9-2011"
17,3.29,3.29,0,0,0,10,2011,"1-10-2011"
25,3.208,3.29,0,0,1,11,2011,"1-11-2011"
15,3.29,3.29,0,0,0,12,2011,"1-12-2011"
3,3.29,3.29,0,0,0,1,2012,"1-1-2012"
