"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
29,2.5,2.83,0,0,1,1,2009,"1-1-2009"
21,2.5,2.5,1,0,0,2,2009,"1-2-2009"
18,2.555,2.555,1,0,0,3,2009,"1-3-2009"
31,2.68,2.68,0,0,0,4,2009,"1-4-2009"
23,2.7475,3.49,1,2,1,5,2009,"1-5-2009"
14,3.2425,3.49,0,0,1,6,2009,"1-6-2009"
25,2.844,3.49,2,0,2,7,2009,"1-7-2009"
12,3.16,3.49,1,0,0,8,2009,"1-8-2009"
24,2.798,3.49,0,0,4,9,2009,"1-9-2009"
29,2.5575,3.49,2,3,0,10,2009,"1-10-2009"
15,3.49,3.49,0,0,0,11,2009,"1-11-2009"
16,3.424,3.424,0,0,0,12,2009,"1-12-2009"
36,2.54,3.16,2,2,2,1,2010,"1-1-2010"
10,3.59,3.59,0,0,0,2,2010,"1-2-2010"
9,3.59,3.59,0,0,0,3,2010,"1-3-2010"
16,2.8175,3.59,1,0,2,4,2010,"1-4-2010"
62,2.4125,3.59,2,2,1,5,2010,"1-5-2010"
14,3.27,3.59,0,0,1,6,2010,"1-6-2010"
9,3.59,3.59,0,0,0,7,2010,"1-7-2010"
10,3.22666666666667,3.59,0,0,1,8,2010,"1-8-2010"
15,2.936,3.59,2,0,2,9,2010,"1-9-2010"
4,3.59,3.59,0,0,0,10,2010,"1-10-2010"
6,3.59,3.59,0,0,0,11,2010,"1-11-2010"
6,3.3175,3.59,0,0,1,12,2010,"1-12-2010"
28,2.7725,3.59,2,0,1,1,2011,"1-1-2011"
7,3.59,3.59,0,0,0,2,2011,"1-2-2011"
20,3.154,3.59,2,1,0,3,2011,"1-3-2011"
6,3.4925,3.4925,0,0,0,4,2011,"1-4-2011"
14,2.31,3.46,1,0,1,5,2011,"1-5-2011"
14,3.266,3.46,0,0,1,6,2011,"1-6-2011"
9,3.46,3.46,0,0,0,7,2011,"1-7-2011"
10,3.46,3.46,0,0,0,8,2011,"1-8-2011"
31,2.84,3.46,1,0,1,9,2011,"1-9-2011"
12,2.78,3.46,2,0,2,10,2011,"1-10-2011"
16,2.884,3.46,0,0,4,11,2011,"1-11-2011"
12,3.46,3.46,0,0,0,12,2011,"1-12-2011"
2,3.08,3.46,0,0,1,1,2012,"1-1-2012"
