"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
15,2.5,2.72,0,0,1,1,2009,"1-1-2009"
9,2.15333333333333,2.5,1,0,1,2,2009,"1-2-2009"
12,2.44,2.5,1,0,0,3,2009,"1-3-2009"
20,2.5,2.5,0,0,0,4,2009,"1-4-2009"
8,2.22666666666667,2.55666666666667,1,0,1,5,2009,"1-5-2009"
7,3.16,3.16,0,0,0,6,2009,"1-6-2009"
19,2.7475,3.49,2,0,1,7,2009,"1-7-2009"
7,2.995,3.49,1,0,0,8,2009,"1-8-2009"
14,2.56666666666667,3.49,0,0,3,9,2009,"1-9-2009"
17,2.5,3.49,2,0,2,10,2009,"1-10-2009"
7,3.49,3.49,0,0,0,11,2009,"1-11-2009"
6,3.49,3.49,0,0,0,12,2009,"1-12-2009"
17,2.5,3.49,2,0,2,1,2010,"1-1-2010"
2,3.59,3.59,0,0,0,2,2010,"1-2-2010"
2,3.59,3.59,0,0,0,3,2010,"1-3-2010"
13,2.5,3.59,1,0,2,4,2010,"1-4-2010"
15,2.49,3.59,2,0,1,5,2010,"1-5-2010"
2,3.04,3.59,0,0,1,6,2010,"1-6-2010"
2,3.59,3.59,0,0,0,7,2010,"1-7-2010"
3,3.045,3.59,0,1,0,8,2010,"1-8-2010"
8,2.8625,3.59,1,2,0,9,2010,"1-9-2010"
2,3.59,3.59,0,0,0,10,2010,"1-10-2010"
2,3.59,3.59,0,0,0,11,2010,"1-11-2010"
10,3.22666666666667,3.59,0,0,1,12,2010,"1-12-2010"
26,2.52,3.59,2,2,0,1,2011,"1-1-2011"
6,3.59,3.59,0,0,0,2,2011,"1-2-2011"
8,3.1825,3.59,2,2,0,3,2011,"1-3-2011"
4,3.495,3.495,0,0,0,4,2011,"1-4-2011"
14,2.71666666666667,3.46,1,0,1,5,2011,"1-5-2011"
2,2.975,3.46,0,0,1,6,2011,"1-6-2011"
5,3.46,3.46,0,0,0,7,2011,"1-7-2011"
4,3.46,3.46,0,0,0,8,2011,"1-8-2011"
26,1.82,3.46,1,0,1,9,2011,"1-9-2011"
3,2.74,3.46,1,0,1,10,2011,"1-10-2011"
6,2.65666666666667,3.46,0,0,3,11,2011,"1-11-2011"
4,3.46,3.46,0,0,0,12,2011,"1-12-2011"
1,2.69,3.46,0,0,1,1,2012,"1-1-2012"
