"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
62,3.35,4,1,0,2,1,2009,"1-1-2009"
33,3.78,3.9675,0,0,1,2,2009,"1-2-2009"
25,3.96,3.96,0,0,0,3,2009,"1-3-2009"
85,3.608,4.058,1,0,2,4,2009,"1-4-2009"
84,3.5875,4.005,2,0,0,5,2009,"1-5-2009"
50,3.92,3.92,0,0,0,6,2009,"1-6-2009"
67,3.908,3.908,0,0,0,7,2009,"1-7-2009"
50,3.84,3.9675,1,0,0,8,2009,"1-8-2009"
42,4.066,4.71,0,0,2,9,2009,"1-9-2009"
17,4.915,4.915,0,0,0,10,2009,"1-10-2009"
33,4.865,4.865,0,0,0,11,2009,"1-11-2009"
95,3.762,4.89,2,3,0,12,2009,"1-12-2009"
154,3.4475,4.8775,1,3,0,1,2010,"1-1-2010"
44,4.74,4.74,0,0,0,2,2010,"1-2-2010"
11,4.72,4.72,0,0,0,3,2010,"1-3-2010"
33,4.0275,4.7,0,0,3,4,2010,"1-4-2010"
40,4.7,4.7,0,0,0,5,2010,"1-5-2010"
28,4.796,4.796,0,0,0,6,2010,"1-6-2010"
28,4.395,4.79,0,0,2,7,2010,"1-7-2010"
64,3.9725,4.79,0,0,4,8,2010,"1-8-2010"
48,3.968,3.968,0,0,0,9,2010,"1-9-2010"
59,3.33,4,0,0,4,10,2010,"1-10-2010"
58,3.37,3.82666666666667,0,0,2,11,2010,"1-11-2010"
84,3.252,3.348,1,0,1,12,2010,"1-12-2010"
65,3.93333333333333,3.93333333333333,0,0,0,1,2011,"1-1-2011"
55,3.95666666666667,5.29,1,0,1,2,2011,"1-2-2011"
41,3.594,5.29,0,1,4,3,2011,"1-3-2011"
37,3.975,3.975,0,0,0,4,2011,"1-4-2011"
24,4.44,4.9425,1,0,1,5,2011,"1-5-2011"
60,3.9,5.29,1,0,4,6,2011,"1-6-2011"
80,3.61,4.075,0,0,1,7,2011,"1-7-2011"
52,3.956,3.956,0,0,0,8,2011,"1-8-2011"
62,4,4,0,0,0,9,2011,"1-9-2011"
34,4.0275,4.0275,0,0,0,10,2011,"1-10-2011"
59,3.998,3.998,0,0,0,11,2011,"1-11-2011"
43,3.94,3.94,0,0,0,12,2011,"1-12-2011"
8,3.65,3.97,1,0,0,1,2012,"1-1-2012"
