"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
9,2.5,2.89,0,0,3,1,2009,"1-1-2009"
16,2.8675,2.965,0,0,1,2,2009,"1-2-2009"
23,2.74,2.99,0,2,0,3,2009,"1-3-2009"
21,2.89,2.99,0,0,1,4,2009,"1-4-2009"
14,2.99,2.99,0,0,0,5,2009,"1-5-2009"
35,2.6225,2.99,0,2,1,6,2009,"1-6-2009"
23,2.87,2.99,0,0,2,7,2009,"1-7-2009"
15,2.93,2.93,0,0,0,8,2009,"1-8-2009"
25,2.78,2.92,0,2,0,11,2009,"1-11-2009"
43,2.99,2.99,0,0,0,12,2009,"1-12-2009"
25,2.99,2.99,0,0,0,1,2010,"1-1-2010"
34,2.615,2.99,0,0,3,2,2010,"1-2-2010"
32,2.79,2.99,0,2,0,3,2010,"1-3-2010"
25,2.8775,2.99,0,1,0,4,2010,"1-4-2010"
28,2.99,2.99,0,0,0,5,2010,"1-5-2010"
66,2.602,2.99,0,2,2,6,2010,"1-6-2010"
35,2.755,2.99,0,1,1,7,2010,"1-7-2010"
38,2.7275,2.975,0,1,1,8,2010,"1-8-2010"
40,2.696,2.99,0,0,3,9,2010,"1-9-2010"
22,2.99,2.99,0,0,0,10,2010,"1-10-2010"
54,2.615,2.99,0,0,3,11,2010,"1-11-2010"
58,2.99,2.99,0,0,0,12,2010,"1-12-2010"
47,2.5,2.99,0,0,4,1,2011,"1-1-2011"
14,2.55666666666667,2.82333333333333,0,0,2,2,2011,"1-2-2011"
18,2.69,2.69,0,0,0,3,2011,"1-3-2011"
9,2.99,2.99,0,0,0,4,2011,"1-4-2011"
30,2.6,3.065,0,3,0,5,2011,"1-5-2011"
22,3.29,3.29,0,0,0,6,2011,"1-6-2011"
32,2.88,3.29,0,1,2,7,2011,"1-7-2011"
47,3.026,3.29,0,2,0,8,2011,"1-8-2011"
25,3.08,3.23,0,1,0,9,2011,"1-9-2011"
16,3.29,3.29,0,0,0,10,2011,"1-10-2011"
19,2.97,3.29,0,0,2,11,2011,"1-11-2011"
18,3.29,3.29,0,0,0,12,2011,"1-12-2011"
6,3.29,3.29,0,0,0,1,2012,"1-1-2012"
