"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
9,4.54,4.54,0,0,0,1,2009,"1-1-2009"
6,4.125,4.5,0,0,1,2,2009,"1-2-2009"
8,4.99,4.99,0,0,0,3,2009,"1-3-2009"
7,4.99,4.99,1,0,0,4,2009,"1-4-2009"
9,4.99,4.99,1,0,0,5,2009,"1-5-2009"
2,4.99,4.99,0,0,0,6,2009,"1-6-2009"
5,5.115,5.115,1,0,0,7,2009,"1-7-2009"
6,5.6025,5.64,0,3,0,9,2009,"1-9-2009"
3,4.99,5.69,1,1,1,10,2009,"1-10-2009"
5,4.47,5.69,1,0,2,11,2009,"1-11-2009"
11,5.446,5.69,0,0,1,12,2009,"1-12-2009"
10,4.5,5.69,1,0,2,1,2010,"1-1-2010"
3,5.69,5.69,0,0,0,2,2010,"1-2-2010"
14,4.865,5.69,2,0,1,3,2010,"1-3-2010"
1,5.69,5.69,0,0,0,4,2010,"1-4-2010"
8,4.82333333333333,5.69,2,0,1,5,2010,"1-5-2010"
9,5.215,5.39,0,0,1,6,2010,"1-6-2010"
7,5.29,5.29,0,0,0,7,2010,"1-7-2010"
5,5.29,5.29,0,0,0,8,2010,"1-8-2010"
21,4.39,5.29,2,0,3,9,2010,"1-9-2010"
16,4.39,5.065,0,0,3,10,2010,"1-10-2010"
17,4.5375,4.5375,0,0,0,11,2010,"1-11-2010"
24,4.7375,4.98,0,4,0,1,2011,"1-1-2011"
6,5.48,5.48,0,0,0,2,2011,"1-2-2011"
7,4.82,5.48,0,3,0,3,2011,"1-3-2011"
2,5.48,5.48,0,0,0,4,2011,"1-4-2011"
12,4.67,5.48,0,0,3,5,2011,"1-5-2011"
10,4.4,5.048,0,0,3,6,2011,"1-6-2011"
8,4.4,4.4,0,0,0,7,2011,"1-7-2011"
14,4.784,4.784,0,0,0,8,2011,"1-8-2011"
10,4.97333333333333,4.97333333333333,0,0,0,9,2011,"1-9-2011"
3,5.23,5.23,0,0,0,10,2011,"1-10-2011"
6,4.73666666666667,5.23,0,0,2,11,2011,"1-11-2011"
5,5.23,5.23,0,0,0,12,2011,"1-12-2011"
2,4.86,4.86,0,0,0,1,2012,"1-1-2012"
