"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
139,3.33666666666667,4,1,2,0,1,2009,"1-1-2009"
98,3.8175,3.99,0,1,0,2,2009,"1-2-2009"
33,3.9525,3.9525,0,0,0,3,2009,"1-3-2009"
95,3.59,3.992,1,1,1,4,2009,"1-4-2009"
68,3.6525,4,2,3,0,5,2009,"1-5-2009"
49,3.9875,3.9875,0,0,0,6,2009,"1-6-2009"
71,4.042,4.042,0,0,0,7,2009,"1-7-2009"
76,3.8475,3.995,1,1,0,8,2009,"1-8-2009"
58,4.488,4.692,0,1,1,9,2009,"1-9-2009"
26,4.6475,4.7975,0,0,1,10,2009,"1-10-2009"
27,4.72,4.72,0,0,0,11,2009,"1-11-2009"
250,3.746,4.89,2,3,0,12,2009,"1-12-2009"
225,3.4675,4.9,1,3,0,1,2010,"1-1-2010"
60,4.7875,4.7875,0,0,0,2,2010,"1-2-2010"
37,4.67,4.708,0,2,0,3,2010,"1-3-2010"
88,3.975,4.7075,0,3,0,4,2010,"1-4-2010"
48,4.6525,4.6525,0,0,0,5,2010,"1-5-2010"
50,4.628,4.726,0,0,1,6,2010,"1-6-2010"
40,4.365,4.76,0,0,2,7,2010,"1-7-2010"
52,3.83,4.79,0,0,4,8,2010,"1-8-2010"
85,3.798,3.798,0,0,0,9,2010,"1-9-2010"
71,3.2875,3.92,0,0,4,10,2010,"1-10-2010"
83,3.295,3.605,0,0,2,11,2010,"1-11-2010"
118,3.336,3.304,1,1,0,12,2010,"1-12-2010"
62,4.18,4.165,0,2,0,1,2011,"1-1-2011"
106,4.255,5.2475,1,1,0,2,2011,"1-2-2011"
109,3.54,5.29,0,0,5,3,2011,"1-3-2011"
73,3.9725,3.9725,0,0,0,4,2011,"1-4-2011"
45,4.4275,4.9125,1,0,1,5,2011,"1-5-2011"
95,3.868,5.18,1,1,4,6,2011,"1-6-2011"
109,3.615,5.18,0,3,1,7,2011,"1-7-2011"
85,3.97,3.97,0,0,0,8,2011,"1-8-2011"
37,3.965,3.965,0,0,0,9,2011,"1-9-2011"
53,3.9625,3.9625,0,0,0,10,2011,"1-10-2011"
77,3.952,3.952,0,0,0,11,2011,"1-11-2011"
68,3.995,3.995,0,0,0,12,2011,"1-12-2011"
17,3.41,4.01,1,0,0,1,2012,"1-1-2012"
