"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
13,5.19,5.19,0,0,0,1,2009,"1-1-2009"
13,4.6725,5.19,2,2,0,2,2009,"1-2-2009"
9,4.845,5.19,0,0,2,3,2009,"1-3-2009"
49,4.504,5.19,1,2,1,4,2009,"1-4-2009"
29,3.99,5.19,0,3,1,5,2009,"1-5-2009"
7,5.19,5.19,0,0,0,6,2009,"1-6-2009"
9,5.19,5.19,0,0,0,7,2009,"1-7-2009"
21,4.39,5.19,2,0,1,8,2009,"1-8-2009"
26,4.714,5.124,0,0,2,9,2009,"1-9-2009"
18,4.6575,4.79,0,0,1,10,2009,"1-10-2009"
66,4.19,4.79,2,0,1,11,2009,"1-11-2009"
12,4.79,4.79,0,1,0,12,2009,"1-12-2009"
23,4.665,4.94,1,1,0,1,2010,"1-1-2010"
31,4.4675,5.265,0,0,3,2,2010,"1-2-2010"
15,5.79,5.79,0,0,0,3,2010,"1-3-2010"
10,5.79,5.79,0,0,0,4,2010,"1-4-2010"
27,5.31,5.79,1,0,0,5,2010,"1-5-2010"
30,4.53,5.79,0,0,4,6,2010,"1-6-2010"
15,5.79,5.79,0,0,0,7,2010,"1-7-2010"
20,4.44,5.79,1,0,2,8,2010,"1-8-2010"
23,5.358,5.718,0,0,1,9,2010,"1-9-2010"
28,5.39,5.39,0,0,0,10,2010,"1-10-2010"
31,4.87,4.87,0,0,0,11,2010,"1-11-2010"
39,4.87,4.87,0,0,0,12,2010,"1-12-2010"
53,4.87,4.87,0,0,0,1,2011,"1-1-2011"
50,4.87,4.87,0,0,0,2,2011,"1-2-2011"
64,4.87,4.87,0,1,0,3,2011,"1-3-2011"
48,4.02,4.87,0,1,3,4,2011,"1-4-2011"
37,4.83,4.83,0,0,0,5,2011,"1-5-2011"
36,4.158,4.83,0,2,2,6,2011,"1-6-2011"
31,4.8575,4.8575,0,0,0,7,2011,"1-7-2011"
50,4.508,4.97,1,1,0,8,2011,"1-8-2011"
46,4.725,4.97,0,0,1,9,2011,"1-9-2011"
43,4.865,4.97,0,1,0,10,2011,"1-10-2011"
52,4.248,4.892,1,2,0,11,2011,"1-11-2011"
31,4.97,4.97,0,0,0,12,2011,"1-12-2011"
7,4.97,4.97,0,0,0,1,2012,"1-1-2012"
