"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
54,3.53,5.19,2,3,0,1,2009,"1-1-2009"
33,4.79,5.19,2,3,0,2,2009,"1-2-2009"
10,4.73,5.19,0,0,2,3,2009,"1-3-2009"
22,4.47,5.19,1,0,2,4,2009,"1-4-2009"
20,3.9475,5.19,0,0,4,5,2009,"1-5-2009"
7,5.19,5.19,0,0,0,6,2009,"1-6-2009"
5,5.19,5.19,0,0,0,7,2009,"1-7-2009"
15,4.47,5.19,1,0,1,8,2009,"1-8-2009"
30,4.664,5.12,0,0,2,9,2009,"1-9-2009"
25,4.7175,4.7175,0,0,0,10,2009,"1-10-2009"
72,4.19,4.5725,2,1,1,11,2009,"1-11-2009"
23,4.79,4.79,0,0,0,12,2009,"1-12-2009"
32,4.665,4.94,1,1,0,1,2010,"1-1-2010"
37,4.5675,5.265,0,2,1,2,2010,"1-2-2010"
17,5.79,5.79,0,0,0,3,2010,"1-3-2010"
18,5.79,5.79,0,0,0,4,2010,"1-4-2010"
27,5.34,5.79,1,1,0,5,2010,"1-5-2010"
38,4.732,5.79,0,2,1,6,2010,"1-6-2010"
10,5.79,5.79,0,0,0,7,2010,"1-7-2010"
45,4.44,5.79,1,0,2,8,2010,"1-8-2010"
17,5.24,5.69,0,0,1,9,2010,"1-9-2010"
13,5.39,5.39,0,0,0,10,2010,"1-10-2010"
10,4.87,4.87,0,0,0,11,2010,"1-11-2010"
10,4.87,4.87,0,0,0,12,2010,"1-12-2010"
18,4.87,4.87,0,0,0,1,2011,"1-1-2011"
21,4.87,4.87,0,0,0,2,2011,"1-2-2011"
30,4.87,4.87,0,0,0,3,2011,"1-3-2011"
21,4.095,4.755,0,0,3,4,2011,"1-4-2011"
12,4.83,4.83,0,0,0,5,2011,"1-5-2011"
27,4.158,4.83,0,2,2,6,2011,"1-6-2011"
21,4.865,4.865,0,0,0,7,2011,"1-7-2011"
33,4.514,4.97,1,1,0,8,2011,"1-8-2011"
20,4.725,4.97,0,0,1,9,2011,"1-9-2011"
19,4.92,4.92,0,0,0,10,2011,"1-10-2011"
47,4.216,4.77,1,5,0,11,2011,"1-11-2011"
24,4.97,4.97,0,0,0,12,2011,"1-12-2011"
3,4.97,4.97,0,0,0,1,2012,"1-1-2012"
