"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
233,3.5125,3.73,0,0,2,5,2009,"1-5-2009"
247,3.29,3.73,0,0,4,6,2009,"1-6-2009"
321,3.172,3.286,0,1,0,7,2009,"1-7-2009"
205,3.29,3.29,0,0,0,8,2009,"1-8-2009"
318,3.128,3.284,0,1,0,9,2009,"1-9-2009"
216,3.15,3.15,0,0,0,10,2009,"1-10-2009"
153,3.29,3.29,0,0,0,11,2009,"1-11-2009"
214,3.29,3.29,0,0,0,12,2009,"1-12-2009"
198,3.29,3.29,0,0,0,1,2010,"1-1-2010"
336,2.9875,3.2775,2,0,0,2,2010,"1-2-2010"
301,2.82,3.26,0,0,4,3,2010,"1-3-2010"
242,3.2725,3.2725,0,0,0,4,2010,"1-4-2010"
207,3.265,3.265,0,0,0,5,2010,"1-5-2010"
323,3.284,3.284,0,0,0,6,2010,"1-6-2010"
198,3.2775,3.2775,0,0,0,7,2010,"1-7-2010"
382,3.04,3.23,1,1,0,8,2010,"1-8-2010"
311,3.23,3.23,0,0,0,9,2010,"1-9-2010"
247,3.21,3.21,0,0,0,10,2010,"1-10-2010"
237,3.1475,3.1475,0,0,0,11,2010,"1-11-2010"
369,3.168,3.168,0,0,0,12,2010,"1-12-2010"
316,3.12,3.12,0,0,0,1,2011,"1-1-2011"
272,3.12,3.12,0,0,0,2,2011,"1-2-2011"
415,2.87,3.114,2,2,0,3,2011,"1-3-2011"
206,3.1025,3.1025,0,0,0,4,2011,"1-4-2011"
284,3.12,3.12,0,0,0,5,2011,"1-5-2011"
314,3.104,3.104,0,0,0,6,2011,"1-6-2011"
193,3.12,3.12,0,0,0,7,2011,"1-7-2011"
240,3.206,3.206,0,0,0,8,2011,"1-8-2011"
181,3.23,3.23,0,0,0,9,2011,"1-9-2011"
205,2.97,3.4275,1,0,1,10,2011,"1-10-2011"
169,3.438,3.438,0,0,0,11,2011,"1-11-2011"
151,3.305,3.305,0,0,0,12,2011,"1-12-2011"
28,3.26,3.26,0,0,0,1,2012,"1-1-2012"
