"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
2,4.69,4.69,0,0,0,1,2009,"1-1-2009"
6,4.58666666666667,4.58666666666667,0,0,0,2,2009,"1-2-2009"
3,4.575,4.575,0,0,0,3,2009,"1-3-2009"
4,4.5725,4.69,0,0,1,4,2009,"1-4-2009"
2,4.46,4.46,0,0,0,5,2009,"1-5-2009"
6,4.5725,4.69,0,0,1,6,2009,"1-6-2009"
3,2.43333333333333,4.69,0,0,3,7,2009,"1-7-2009"
7,3.10333333333333,4.69,0,0,3,8,2009,"1-8-2009"
10,3.03,3.03,0,0,0,9,2009,"1-9-2009"
1,3.06,3.06,0,0,0,10,2009,"1-10-2009"
3,3.17,3.17,0,0,0,11,2009,"1-11-2009"
6,3.13,3.13,0,0,0,12,2009,"1-12-2009"
7,3.03,3.03,0,0,0,1,2010,"1-1-2010"
3,3,3,0,0,0,2,2010,"1-2-2010"
6,3.14333333333333,3.14333333333333,0,0,0,3,2010,"1-3-2010"
7,2.92666666666667,3.17,0,0,1,4,2010,"1-4-2010"
12,2.38333333333333,3.17,0,0,3,5,2010,"1-5-2010"
8,2.94,3.02,0,0,1,6,2010,"1-6-2010"
11,2.915,2.915,0,0,0,7,2010,"1-7-2010"
7,2.84,2.84,0,0,0,8,2010,"1-8-2010"
4,2.99,2.99,0,0,0,9,2010,"1-9-2010"
12,2.86,2.86,0,0,0,10,2010,"1-10-2010"
3,2.89,2.89,0,0,0,11,2010,"1-11-2010"
8,2.965,2.965,0,0,0,12,2010,"1-12-2010"
8,2.935,2.935,0,0,0,1,2011,"1-1-2011"
13,2.94,2.94,0,0,0,2,2011,"1-2-2011"
14,2.836,2.956,0,0,2,3,2011,"1-3-2011"
8,2.93333333333333,2.93333333333333,0,0,0,4,2011,"1-4-2011"
8,2.9525,2.9525,0,0,0,5,2011,"1-5-2011"
9,2.94,2.94,0,0,0,6,2011,"1-6-2011"
7,2.86666666666667,2.96666666666667,0,0,1,7,2011,"1-7-2011"
13,2.864,2.924,0,0,1,8,2011,"1-8-2011"
6,2.88,2.88,0,0,0,9,2011,"1-9-2011"
11,2.93,2.93,0,0,0,10,2011,"1-10-2011"
6,2.89,2.89,0,0,0,11,2011,"1-11-2011"
6,2.74,2.94,0,0,2,12,2011,"1-12-2011"
4,2.92,2.92,0,0,0,1,2012,"1-1-2012"
