"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
5,3.5,4.49,0,0,2,1,2009,"1-1-2009"
6,4.16,4.49,0,1,1,2,2009,"1-2-2009"
5,3.92333333333333,4.49,0,0,3,3,2009,"1-3-2009"
11,4.374,4.49,0,0,1,4,2009,"1-4-2009"
2,4.49,4.49,0,0,0,5,2009,"1-5-2009"
10,3.06,4.49,0,0,4,6,2009,"1-6-2009"
5,3.03,4.49,0,0,2,7,2009,"1-7-2009"
10,2.9725,2.9725,0,0,0,8,2009,"1-8-2009"
14,3.03,3.03,0,2,0,9,2009,"1-9-2009"
10,3.06,3.06,0,0,0,10,2009,"1-10-2009"
11,3.02,3.02,0,0,0,11,2009,"1-11-2009"
19,3.06,3.06,0,0,0,12,2009,"1-12-2009"
4,3.06,3.06,0,0,0,1,2010,"1-1-2010"
9,3.06,3.06,0,1,0,2,2010,"1-2-2010"
10,3.0075,3.0075,0,0,0,3,2010,"1-3-2010"
13,2.9725,2.99,0,2,0,4,2010,"1-4-2010"
10,2.99,2.99,0,1,0,5,2010,"1-5-2010"
17,3.006,3.006,0,1,0,6,2010,"1-6-2010"
9,3.17,3.17,0,1,0,7,2010,"1-7-2010"
12,3.1425,3.1425,0,0,0,8,2010,"1-8-2010"
13,3.17,3.17,0,1,0,9,2010,"1-9-2010"
12,3.17,3.17,0,0,0,10,2010,"1-10-2010"
3,3.17,3.17,0,0,0,11,2010,"1-11-2010"
9,3.17,3.17,0,1,0,12,2010,"1-12-2010"
11,3.0025,3.0025,0,0,0,1,2011,"1-1-2011"
6,3.045,3.0725,0,3,0,2,2011,"1-2-2011"
10,3.17,3.17,0,0,0,3,2011,"1-3-2011"
5,3.17,3.17,0,0,0,4,2011,"1-4-2011"
7,2.99,3.17,0,2,0,5,2011,"1-5-2011"
8,3.065,3.165,0,2,0,6,2011,"1-6-2011"
12,3.29,3.29,0,1,0,7,2011,"1-7-2011"
12,3.23666666666667,3.23666666666667,0,0,0,8,2011,"1-8-2011"
7,2.99,2.99,0,1,0,9,2011,"1-9-2011"
5,2.94,2.84,0,2,0,10,2011,"1-10-2011"
10,2.9025,2.9025,0,0,0,11,2011,"1-11-2011"
12,2.99,2.99,0,0,0,12,2011,"1-12-2011"
4,2.99,2.99,0,0,0,1,2012,"1-1-2012"
