"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
13,4.59,4.59,0,0,0,1,2009,"1-1-2009"
8,4.59,4.59,0,0,0,2,2009,"1-2-2009"
12,4.59,4.59,0,0,0,3,2009,"1-3-2009"
20,4.59,4.59,0,0,0,4,2009,"1-4-2009"
10,4.59,4.59,0,0,0,5,2009,"1-5-2009"
8,4.59,4.59,0,0,0,6,2009,"1-6-2009"
31,3.42,4.59,1,0,2,7,2009,"1-7-2009"
13,3.79,4.59,0,0,2,8,2009,"1-8-2009"
17,4.59,4.59,0,0,0,9,2009,"1-9-2009"
6,4.59,4.59,0,0,0,10,2009,"1-10-2009"
13,3.6575,4.59,1,0,2,11,2009,"1-11-2009"
12,3.95,4.59,0,0,2,12,2009,"1-12-2009"
9,4.59,4.59,0,0,0,1,2010,"1-1-2010"
8,4.59,4.59,0,0,0,2,2010,"1-2-2010"
33,3.79,4.59,2,0,1,3,2010,"1-3-2010"
12,4.49,4.49,0,0,0,4,2010,"1-4-2010"
16,4.59,4.59,0,0,0,5,2010,"1-5-2010"
9,4.59,4.59,0,0,0,6,2010,"1-6-2010"
24,3.53,4.59,1,2,0,7,2010,"1-7-2010"
19,3.795,4.59,0,2,0,8,2010,"1-8-2010"
15,4.59,4.59,0,0,0,9,2010,"1-9-2010"
5,4.59,4.59,0,0,0,10,2010,"1-10-2010"
13,3.3975,4.59,0,0,3,11,2010,"1-11-2010"
16,4.1925,4.59,0,0,1,12,2010,"1-12-2010"
6,4.59,4.59,0,0,0,1,2011,"1-1-2011"
22,3.795,4.59,0,0,2,2,2011,"1-2-2011"
12,4.59,4.59,0,0,0,3,2011,"1-3-2011"
13,4.3175,4.59,1,0,0,4,2011,"1-4-2011"
6,3.92,4.59,0,1,0,5,2011,"1-5-2011"
4,4.59,4.59,0,0,0,6,2011,"1-6-2011"
15,3.89,4.59,0,2,0,7,2011,"1-7-2011"
19,3.95,4.59,0,0,2,8,2011,"1-8-2011"
2,4.59,4.59,0,0,0,9,2011,"1-9-2011"
7,4.59,4.59,0,0,0,10,2011,"1-10-2011"
8,4.59,4.59,0,0,0,11,2011,"1-11-2011"
12,4.59,4.59,0,0,0,12,2011,"1-12-2011"
1,4.59,4.59,0,0,0,1,2012,"1-1-2012"
