"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
45,6.15,6.32666666666667,2,2,0,1,2009,"1-1-2009"
36,6.29,6.29,0,0,0,2,2009,"1-2-2009"
19,6.095,6.095,0,0,0,3,2009,"1-3-2009"
16,5.97,6.17,2,0,0,4,2009,"1-4-2009"
17,6.04,6.29,1,0,0,5,2009,"1-5-2009"
29,6.165,6.365,1,0,0,6,2009,"1-6-2009"
51,6.25,6.77,2,1,0,7,2009,"1-7-2009"
13,7.49,7.49,0,0,0,8,2009,"1-8-2009"
88,5.7625,6.99,2,2,0,9,2009,"1-9-2009"
63,5.73,6.99,0,2,0,10,2009,"1-10-2009"
70,6.04,6.99,1,2,0,11,2009,"1-11-2009"
42,6.45,6.906,0,1,0,12,2009,"1-12-2009"
21,6.49,6.99,1,0,0,1,2010,"1-1-2010"
24,6.99,6.99,0,0,0,2,2010,"1-2-2010"
122,4.998,6.99,4,3,0,3,2010,"1-3-2010"
29,6.99,6.99,0,0,0,4,2010,"1-4-2010"
19,6.99,6.99,0,0,0,5,2010,"1-5-2010"
71,6.212,6.99,2,2,0,6,2010,"1-6-2010"
16,6.25,6.99,1,1,0,7,2010,"1-7-2010"
44,5.99,6.99,2,1,0,8,2010,"1-8-2010"
76,4.946,6.99,1,0,4,9,2010,"1-9-2010"
64,5.24,6.99,2,2,1,10,2010,"1-10-2010"
37,6.6175,6.99,1,1,0,11,2010,"1-11-2010"
37,6.692,6.99,1,1,0,12,2010,"1-12-2010"
36,6.99,6.99,0,0,0,1,2011,"1-1-2011"
92,6.04,7.04,1,2,0,2,2011,"1-2-2011"
155,5.288,7.19,4,4,0,3,2011,"1-3-2011"
11,7.19,7.19,0,0,0,4,2011,"1-4-2011"
52,6.3425,6.89,1,1,0,5,2011,"1-5-2011"
44,6.262,6.59,2,2,0,6,2011,"1-6-2011"
52,5.79,6.59,2,2,0,7,2011,"1-7-2011"
48,5.64,6.59,2,3,2,8,2011,"1-8-2011"
95,5.1825,6.59,2,3,1,9,2011,"1-9-2011"
43,5.72,6.59,0,4,0,10,2011,"1-10-2011"
70,5.68,6.59,2,3,1,11,2011,"1-11-2011"
53,5.8,6.59,0,3,1,12,2011,"1-12-2011"
22,5.07,6.59,1,1,0,1,2012,"1-1-2012"
