"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
44,1.88,1.88,0,0,0,1,2009,"1-1-2009"
60,1.755,1.8725,0,0,2,2,2009,"1-2-2009"
82,1.64,1.87,0,0,4,3,2009,"1-3-2009"
65,1.886,1.886,0,0,0,4,2009,"1-4-2009"
97,1.66,1.89,1,0,3,5,2009,"1-5-2009"
116,1.715,1.89,0,0,3,6,2009,"1-6-2009"
74,1.872,1.872,0,0,0,7,2009,"1-7-2009"
85,1.6475,1.89,1,0,3,8,2009,"1-8-2009"
88,1.752,1.89,0,0,3,9,2009,"1-9-2009"
40,1.8775,1.8775,0,0,0,10,2009,"1-10-2009"
71,1.7525,1.8775,0,0,2,11,2009,"1-11-2009"
54,1.836,1.882,0,0,1,12,2009,"1-12-2009"
57,1.8775,1.8775,0,0,0,1,2010,"1-1-2010"
83,1.72,1.89,0,0,3,2,2010,"1-2-2010"
40,1.78,1.874,0,0,2,3,2010,"1-3-2010"
95,1.6575,1.86,0,0,4,4,2010,"1-4-2010"
41,1.855,1.855,0,0,0,5,2010,"1-5-2010"
49,1.874,1.874,0,0,0,6,2010,"1-6-2010"
50,1.8875,1.8875,0,0,0,7,2010,"1-7-2010"
79,1.8375,1.8375,0,0,0,8,2010,"1-8-2010"
92,1.738,1.738,0,0,0,9,2010,"1-9-2010"
71,1.655,1.655,0,0,0,10,2010,"1-10-2010"
58,1.67,1.67,0,0,0,11,2010,"1-11-2010"
73,1.656,1.656,0,0,0,12,2010,"1-12-2010"
102,1.66,1.66,0,0,0,1,2011,"1-1-2011"
118,1.83,1.83,0,0,0,2,2011,"1-2-2011"
85,1.708,1.89,2,0,2,3,2011,"1-3-2011"
81,1.87,1.87,0,0,0,4,2011,"1-4-2011"
79,1.8825,1.8825,0,0,0,5,2011,"1-5-2011"
124,1.868,1.868,0,0,0,6,2011,"1-6-2011"
86,1.765,1.8675,0,0,2,7,2011,"1-7-2011"
60,1.794,1.842,0,0,1,8,2011,"1-8-2011"
80,1.8825,1.8825,0,0,0,9,2011,"1-9-2011"
49,1.9775,1.9775,0,0,0,10,2011,"1-10-2011"
62,1.976,1.976,0,0,0,11,2011,"1-11-2011"
37,1.6925,1.74,0,0,1,12,2011,"1-12-2011"
4,1.66,1.66,0,0,0,1,2012,"1-1-2012"
