"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
8,1,2.59,1,0,0,1,2009,"1-1-2009"
14,0.995,2.59,0,0,2,2,2009,"1-2-2009"
4,2.64666666666667,2.64666666666667,0,0,0,3,2009,"1-3-2009"
22,1.696,2.69,1,0,2,4,2009,"1-4-2009"
8,1.79,2.6575,0,0,2,5,2009,"1-5-2009"
8,2.09,2.66,1,1,0,6,2009,"1-6-2009"
26,1.092,2.69,0,5,0,7,2009,"1-7-2009"
10,1.56,2.69,1,4,0,8,2009,"1-8-2009"
12,1.545,2.69,1,4,0,9,2009,"1-9-2009"
25,1.26,2.69,2,1,1,10,2009,"1-10-2009"
9,1.5675,2.69,0,0,4,11,2009,"1-11-2009"
18,1.13,1.398,0,0,2,12,2009,"1-12-2009"
11,1.375,1.4675,0,0,2,1,2010,"1-1-2010"
15,1.525,1.525,0,0,0,2,2010,"1-2-2010"
9,1.54,1.58,0,0,1,3,2010,"1-3-2010"
27,1.4225,1.56,1,1,0,4,2010,"1-4-2010"
15,1.1175,1.53,1,2,1,5,2010,"1-5-2010"
20,1.418,1.532,0,0,1,6,2010,"1-6-2010"
12,1.1325,1.55,0,0,3,7,2010,"1-7-2010"
20,1.435,1.5675,1,0,0,8,2010,"1-8-2010"
22,1.106,1.58,0,0,4,9,2010,"1-9-2010"
11,1.5525,1.5525,0,0,0,10,2010,"1-10-2010"
12,1.5475,1.5475,0,0,0,11,2010,"1-11-2010"
10,0.97,1.53,0,0,4,12,2010,"1-12-2010"
9,1.22,1.555,0,0,3,1,2011,"1-1-2011"
8,1.51,1.55,0,0,1,2,2011,"1-2-2011"
18,1.566,1.566,0,0,0,3,2011,"1-3-2011"
13,1.5275,1.5675,0,0,1,4,2011,"1-4-2011"
11,0.983333333333333,1.58,1,0,2,5,2011,"1-5-2011"
8,1.5,1.5,0,0,0,6,2011,"1-6-2011"
11,1.53,1.53,0,0,0,7,2011,"1-7-2011"
20,1.015,1.47,1,0,3,8,2011,"1-8-2011"
17,1.285,1.515,0,0,2,9,2011,"1-9-2011"
9,1.56333333333333,1.56333333333333,0,0,0,10,2011,"1-10-2011"
15,0.974,1.53,0,0,5,11,2011,"1-11-2011"
13,1.4675,1.5475,0,0,1,12,2011,"1-12-2011"
1,1.58,1.58,0,0,0,1,2012,"1-1-2012"
