"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
75,2.50333333333333,2.89,0,2,1,1,2009,"1-1-2009"
80,2.8675,2.965,0,1,0,2,2009,"1-2-2009"
111,2.74,2.99,0,3,0,3,2009,"1-3-2009"
100,2.894,2.99,0,3,0,4,2009,"1-4-2009"
67,2.99,2.99,0,0,0,5,2009,"1-5-2009"
75,2.6225,2.99,0,0,3,6,2009,"1-6-2009"
101,2.87,2.99,0,2,0,7,2009,"1-7-2009"
9,2.69,2.99,0,0,1,8,2009,"1-8-2009"
44,2.99,2.99,0,0,0,10,2009,"1-10-2009"
76,2.78,2.78,0,1,0,11,2009,"1-11-2009"
70,2.99,2.99,0,0,0,12,2009,"1-12-2009"
60,2.99,2.99,0,0,0,1,2010,"1-1-2010"
134,2.615,2.99,0,2,1,2,2010,"1-2-2010"
163,2.788,2.99,0,2,0,3,2010,"1-3-2010"
65,2.865,2.99,0,3,0,4,2010,"1-4-2010"
64,2.99,2.99,0,0,0,5,2010,"1-5-2010"
109,2.602,2.99,0,4,0,6,2010,"1-6-2010"
86,2.74,2.99,0,2,0,7,2010,"1-7-2010"
86,2.7325,2.99,0,1,1,8,2010,"1-8-2010"
119,2.696,2.99,0,3,0,9,2010,"1-9-2010"
54,2.99,2.99,0,0,0,10,2010,"1-10-2010"
271,2.62,2.99,0,3,0,11,2010,"1-11-2010"
92,2.988,2.99,0,1,0,12,2010,"1-12-2010"
91,2.5,2.99,0,0,4,1,2011,"1-1-2011"
74,2.59,2.74,0,0,2,2,2011,"1-2-2011"
100,2.696,2.708,0,2,0,3,2011,"1-3-2011"
58,2.99,2.99,0,0,0,4,2011,"1-4-2011"
122,2.6125,3.065,0,3,0,5,2011,"1-5-2011"
40,3.29,3.29,0,0,0,6,2011,"1-6-2011"
72,2.8775,3.29,0,1,2,7,2011,"1-7-2011"
123,3.01,3.29,0,4,0,8,2011,"1-8-2011"
81,3.1125,3.29,0,2,0,9,2011,"1-9-2011"
44,3.29,3.29,0,0,0,10,2011,"1-10-2011"
52,2.97,3.29,0,0,2,11,2011,"1-11-2011"
48,3.09,3.29,0,0,1,12,2011,"1-12-2011"
5,3.29,3.29,0,0,0,1,2012,"1-1-2012"
