"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
14,6.09,6.29,2,0,0,1,2009,"1-1-2009"
15,6.36,6.36,0,0,0,2,2009,"1-2-2009"
30,6.0825,6.0825,0,0,0,3,2009,"1-3-2009"
29,6.16,6.35,2,2,0,4,2009,"1-4-2009"
12,6.19,6.59,1,0,0,5,2009,"1-5-2009"
13,6.59,6.59,0,0,0,6,2009,"1-6-2009"
28,5.95,6.59,2,0,0,7,2009,"1-7-2009"
23,6.59,6.59,0,0,0,8,2009,"1-8-2009"
89,5.742,6.59,2,2,0,9,2009,"1-9-2009"
49,5.53,6.59,0,4,0,10,2009,"1-10-2009"
23,6.04,6.59,2,0,0,11,2009,"1-11-2009"
31,6.37,6.59,1,0,0,12,2009,"1-12-2009"
28,6.19,6.59,1,0,0,1,2010,"1-1-2010"
21,6.59,6.59,0,0,0,2,2010,"1-2-2010"
79,4.924,6.59,3,3,0,3,2010,"1-3-2010"
11,6.59,6.59,0,0,0,4,2010,"1-4-2010"
11,6.59,6.59,0,0,0,5,2010,"1-5-2010"
38,5.95,6.59,2,2,0,6,2010,"1-6-2010"
14,6.135,6.59,1,0,0,7,2010,"1-7-2010"
39,5.8175,6.59,2,2,0,8,2010,"1-8-2010"
49,4.978,6.59,1,1,4,9,2010,"1-9-2010"
55,5.14,6.59,2,2,1,10,2010,"1-10-2010"
18,6.3175,6.59,1,0,0,11,2010,"1-11-2010"
38,6.372,6.59,1,0,0,12,2010,"1-12-2010"
20,6.59,6.59,0,0,0,1,2011,"1-1-2011"
63,5.79,6.59,1,2,0,2,2011,"1-2-2011"
52,5.134,6.59,4,3,0,3,2011,"1-3-2011"
25,6.2375,6.64,1,0,0,4,2011,"1-4-2011"
39,5.5825,6.79,1,0,2,5,2011,"1-5-2011"
44,5.27,6.79,2,1,3,6,2011,"1-6-2011"
40,5.245,6.465,2,1,1,7,2011,"1-7-2011"
50,5.49,5.49,2,2,0,8,2011,"1-8-2011"
68,4.8775,5.49,2,2,0,9,2011,"1-9-2011"
26,5.28,5.28,0,0,0,10,2011,"1-10-2011"
52,5.27,5.27,2,1,0,11,2011,"1-11-2011"
29,5.27,5.27,0,0,0,12,2011,"1-12-2011"
13,5,5.27,1,1,0,1,2012,"1-1-2012"
