"UNITS","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","MONTH","YEAR","DATE"
50,1.85,1.85,0,0,0,1,2009,"1-1-2009"
52,1.6825,1.86,0,0,3,2,2009,"1-2-2009"
68,1.65,1.8175,0,0,3,3,2009,"1-3-2009"
62,1.822,1.822,0,0,0,4,2009,"1-4-2009"
94,1.63,1.6325,1,0,0,5,2009,"1-5-2009"
106,1.6825,1.6825,0,0,0,6,2009,"1-6-2009"
61,1.838,1.838,0,0,0,7,2009,"1-7-2009"
60,1.6525,1.66,1,0,0,8,2009,"1-8-2009"
85,1.71,1.71,0,0,0,9,2009,"1-9-2009"
64,1.865,1.865,0,0,0,10,2009,"1-10-2009"
54,1.8575,1.8575,0,0,0,11,2009,"1-11-2009"
52,1.88,1.88,0,0,0,12,2009,"1-12-2009"
64,1.85,1.85,0,0,0,1,2010,"1-1-2010"
78,1.64,1.64,0,0,0,2,2010,"1-2-2010"
80,1.75,1.75,0,0,0,3,2010,"1-3-2010"
54,1.83,1.83,0,0,0,4,2010,"1-4-2010"
38,1.8425,1.8425,0,0,0,5,2010,"1-5-2010"
68,1.836,1.836,0,0,0,6,2010,"1-6-2010"
56,1.8525,1.8525,0,0,0,7,2010,"1-7-2010"
44,1.8475,1.8475,0,0,0,8,2010,"1-8-2010"
91,1.712,1.842,0,0,3,9,2010,"1-9-2010"
52,1.645,1.76,1,0,2,10,2010,"1-10-2010"
36,1.65,1.65,0,0,0,11,2010,"1-11-2010"
38,1.634,1.634,3,0,0,12,2010,"1-12-2010"
76,1.635,1.635,0,0,0,1,2011,"1-1-2011"
38,1.7675,1.7675,0,0,0,2,2011,"1-2-2011"
55,1.668,1.87,2,0,2,3,2011,"1-3-2011"
39,1.83,1.83,0,0,0,4,2011,"1-4-2011"
40,1.845,1.845,0,0,0,5,2011,"1-5-2011"
65,1.85,1.85,0,0,0,6,2011,"1-6-2011"
63,1.7375,1.855,1,0,1,7,2011,"1-7-2011"
73,1.632,1.85,0,0,4,8,2011,"1-8-2011"
86,1.755,1.755,0,0,0,9,2011,"1-9-2011"
99,1.63,1.63,1,2,0,10,2011,"1-10-2011"
70,1.824,1.824,0,0,0,11,2011,"1-11-2011"
60,1.655,1.655,0,0,0,12,2011,"1-12-2011"
16,1.68,1.68,0,0,0,1,2012,"1-1-2012"
